Main.Key.Word;Additionnal.key.words;Name;Code_Network;Description;LeadPartnerCountry;Url;Start;End;Aims;Activities;Members;Continent;Region;NbCities;CodeCity;LeadPartner;Phase;Type
Institutional cooperation and cooperation networks;Urban development;Hous-Es;U110;Management and Renewal of Large Housing Areas;PL;;2000;2006;"Hous-Es has brought together a strong and varied partnership
representing both the new EU member states and those from
the EU 15 (benefiting or having benefited from URBAN initiatives
or Urban Pilot Projects) with the aim of examining together
the subject of Management and Renewal of Large Housing Areas. The network is characterised by a high degree of differentiation
not only in geographical location but also in the scale of urban
concentration and perspectives, involving 1 provincial authority,
3 capital cities, 1 urban agglomeration, plus city and district
authorities – as well as 4 important associate partners.
The intention was to focus on the policy issues and situations
affecting large housing estates and homogenous inner-city
housing areas with a view to identifying strategies which can
produce improved urban planning, architectural and general
living standards in such areas. The network placed an
important emphasis on the improvement of living conditions
in deprived housing areas and neighbourhoods.
In order to examine and share partner experience and
expertise Hous-Es instigated a series of working seminars
focussing on thematic aspects of the problem but always
referring back to a holistic point of departure. The seminar
topics are outlined below:
> Duisburg (Germany) – An introduction to integrated practices
> Milan (Italy) – The public realm
> Brindisi (Italy) – The physical dimension
> Gelderland (Netherlands) - Process
> Brno (Czech Republic) – Financing housing provision
> Rillieux-la-Pape (Grand Lyon, France) – The social context
> Csepel: Budapest and Dunaujvaros (Hungary) – Review
of partner experience and future perspectives…
The result of these exchanges (based on preparation
of case studies and papers, site visits, and partner debate)
has generated a common understanding of the issues
but also demonstrated a wide variety of experience among
the network members ranging from: the comprehensive and
often sophisticated approach to neighbourhood renewal with
housing as a key component, to; the application of targeted even
punctual actions in response to defined priorities; and the
appreciation of the scale and scope of ongoing difficulties
confronting many cities which is frequently context specific.";;Cities;Europe;Eastern Europe;13;PL18;Poznan;Urbact I;Urbact1
ICT and digital society;Governance, partnership;ISN;U111;Information Society Network;UK;;2000;2006;"ISN partnership held 8 seminars in different partner cities,
creating an opportunity for each partner to showcase good
practice examples. These examples acted as a catalyst to
generating debate and material that the expert could use to
draw conclusions.
The seminars covered for each of the four sub themes:
1. E-Democracy and Empowerment – ICT can be used
to encourage citizens to participate in decision making in
their community. ICT can increase the choice of channels for
communicating with citizens and improve the consultation
process.
2. Citizen’s Access – government and public authorities are
increasingly using ICT to provide a better service at a lower
cost. This fact can have a negative effect due to the exclusion
it can cause for those members of society without access.
3. ICT and Business Development – business can become
more efficient and profitable through the use of ICT.
4. Culture, E-Content and Citizenship – ICT can help to
promote the inclusion of different social groups and through
cultural activities it is possible to engage with local citizens.
The case study approach adopted by ISN allowed the analysis
to highlight interesting projects, a large number of which
can be found in the network final report.";;Cities;Europe;Northern Europe;13;UK18;Manchester;Urbact I;Urbact1
Urban development;;LCS;U112;Public Procurement, Feasibility Study. To improve different approaches to urban renewal and development;DE;;2000;2006;"To implement urban renewal and urban development
initiatives, within the framework of initiatives for deprived
areas, small and medium-sized enterprises and the
appropriate investors are needed. These development
drivers need to study and improve different approaches
to urban renewal and development.
A seminar was held in Rostock to launch the study, in June
2007 and another seminar, on the theme: “public procurement
contracts, a strategic driving force for economic development
in the regions”, was held in Lyon on 5-6 September 2007.
The objectives were as follows: to establish consensus
between public procurement professionals, to demonstrate
the role played by public procurement services in regional
economic development and suggest possible improvements
for each city.
The seminar was organised into 6 workshops:
>Inventory of public procurement in the public authorities
observed
>What resources are available to improve access to public
contracts by very small, small and medium-sized companies?
>Examples of public contracts dealt with by vSMEs
>What does “making public procurement more
professional” mean?
>What stakes are involved and what added value can be
generated by “making public procurement more
professional”?
>What would the ideal organisation be for regional public
procurement services?";;Cities;Europe;Western Europe;4;DE28;Rostock;Urbact I;Urbact1
Institutional cooperation and cooperation networks;Urban development;MEDINT;U113;Integrated approach to solve problems of sustainable urban development across Europe;IT;;2000;2006;"As one of the first thematic networks approved MEDINT has
shown the importance of local working for effective
networking. This network was established with the aim
of having few key exchange meetings where all partners
came together but more local forum meetings in each
partner city bringing together all sectors to create groups
which are sustainable after the network is complete.
This structure has provided a much stronger local impact
with more local actors participating in the network than in
other networks.
The theme of integrated approach allowed the city
participants to bring together key urban actors from
all sectors at a local level and reported the findings of these
groups at 3 key exchange meetings.
MEDINT’s starting point was that the integrated approach is
the best strategy to solve problems of sustainable urban
development across Europe.
Local Forums have been a central and driving activity of the
network and produced many of the strongest results. Based
on an active dialogue between inhabitants, municipality
personnel, businesses, and elected representatives prior
to effectively start any urban project, Local Forums were a
new concept to many of the cities. Its success in the MEDINT
experiment has underlined the essential need for
interchanges between inhabitants and municipalities,
but also the need for exchanges between all levels of actors
– public and private sectors, citizens, voluntary sector –
to guarantee the future development of European cities.
The results of the local forums were brought together into
a final report on the Integrated Approach in Mediterranean
Local Development.";;Cities;Europe;Southern Europe;11;IT39;Syracuse;Urbact I;Urbact1
Regional planning and development;Urban development / Governance, partnership;METROGOV;U114;City-Region definition and Metropolitan Cooperation and Governance ;UK;;2000;2006;"In the last decade the importance of cities on the European
agenda has significantly increased and more recently the
issue of city-regions has come to the forefront.
The partners’ initial discussions focused on the way in
which the very concept of a ’city-region’ should be defined,
with regard to the different examples present in their own
territories. This notion of ’city-regions’, which is extremely
widespread in Great Britain, corresponds to an urban area that extends outside the metropolitan area and takes account
of home-workplace journeys that can cross the administrative
boundaries of an urban nucleus and sometimes even
a country’s borders.
The METROGOV working group aimed to contribute to
the debate on sub-national policy and governance by adding
the evidence base and developing detailed case studies
of good practice.
The METROGOV working group set out to achieve the
following general objectives:
1. To understand what metropolitan cooperation and
governance has entailed to date
2. To identify the added value that comes from city-region
working, e.g. the economic benefits that have occurred and
how the greater scale of governance has affected economic
initiatives
3. To consider how city-regions have reduced parochialism,
in particular exploring how these governance structures can
improve social cohesion within the city-region, resulting in
benefits for all inhabitants
4. To explore how a successful city-region partnership can be
formed and understand how the city-region might be most
effectively resourced in terms of staff and finance
5. To identify limitations and barriers to successful city-region
working, as well as ways in which these might be overcome
6. To reflect upon potential further developments and what
new arrangements are needed to maximise the potential
After a series of working group meetings, the partners came
together to present their conclusions at the final conference
in May 2007.";;Cities;Europe;Northern Europe;8;UK5;Birmingham;Urbact I;Urbact1
Demographic change and immigration;;MILE 1;U115;Managing Migration and Integration at Local Level/ Cities and Regions;IT;;2000;2006;"This pilot fast track network aims to develop an integrated
exchange programme relating to the theme of “Managing
migration and Integration at local LEvel – Cities and Regions
(MILE)”.
The proposal has two closely interrelated sub themes:
Migration and Integration. In practice there will be a number
of structured and sequenced actions to address each subtheme: > Each partner (city and region equals one partner)
would seek to identify 3 participants (cross-sectoral) who
would form an Action Learning Group (ALG) for the specific
sub-theme.
> Each sub-theme will involve each ALG undertaking
the following steps:
- Participation of members in a First Peer Review exchange
which would focus on mapping of practice and identification
of need of all partners in relation to the sub-theme;
- Participation in an online module which would
exchange/identify good practice in relation to the sub-theme.
This would incorporate external inputs as well as examples
from the partners. The module would be moderated with
expert support develop actions for inclusion operational
plans.
- Participate in a Final Peer Review workshop that would
focus on the emerging action plans and present projects
identified in module two as constituting good/better practice.
The work of each ALG would be undertaken over 5-6 month
period thus enabling participants to develop good
relationships that will enable ongoing working with each
other beyond the life of the group.
Alongside the work of the ALG, the project will create
the online resource consisting of:
> Case Studies
> Sub-theme reports
> Links to relevant websites
> Publications/reports
> Contacts with regional/city/national/European actors
The outputs of phase I of this PFTN (financed through
URBACT I) are a baseline study, the work programme for
phase II and a framework for local action plan. The outputs
of phase II project financed through URBACT II will be the
setting up of Local Support Group and local action plan
for each partner city.";;Cities;Europe;Southern Europe;10;IT43;Venice;Urbact I;Urbact1
Social inclusion and equal opportunities;;Partecipando;U118;Local Citizen Participation;IT;;2000;2006;"Partecipando set out to exchange experience and
disseminate good practice around the issue of local citizen
participation. The large number of partners was both
an advantage in the sense that there were lots of good
experiences to share. However so many partners can also
be problematic when seeking consensus as Rome realised
when producing the final results.
The network proposed a phased approach to working which
included:
1. The first phase of local enquiries using local expertise was
carried out in 9 partner cities. These surveys were intended
to help to gain a better understanding of the experiences by
a thorough analysis of the strengths and weaknesses of the
practices undertaken.
2. The second phase aimed at defining the best practices
of citizen participation through 12 working seminars.
3. The third phase was to organise this wealth of knowledge
into the major productions the European Handbook and
the Participation Charter.
The partners identified 5 major areas of participation upon
which the analysis was structured:
1. Participation, why and for whom?
2. Communication and training of players and actors
3. Methods and Tools for Citizen Participation
4. Participation aspects in each stage of project development
5. How to assess the results and impact of participation
The final conference took place in Rome in April 2006 where
the main conclusions of the network were presented.";;Cities;Europe;Southern Europe;20;IT36;Rome;Urbact I;Urbact1
Institutional cooperation and cooperation networks;Urban development / Governance, partnership;Partners4action;U119;Public Private Partnerships in urban regeneration;UK;;2000;2006;"As one of the first approved thematic networks,
Partners4Action has a very specific theme focussing
on Public Private Partnerships in urban regeneration.
The lead partner city, Liverpool, has significant experience
in this theme and wanted to share this and learn from other
cities experiences.
The P4A network firstly undertook a baseline study to assess
the immediate needs of the partners to then allow them
to further develop their understanding of PPP. This entailed
gathering comparative data from the partner cities on their
perceptions of PPP and their current usage of PPP in order
to adopt a common framework to be used for the duration
of the network. In addition to the baseline study a glossary
of terms was created to ensure that in the exchange and
discussions all the partners had the same understanding
of what was being debated. This defined key concepts such
as urban regeneration and PPP itself.
The main activity of the network focussed on the development
and analysis of PPP case studies, based on the practical
experiences of the partners in undertaking projects in
their cities. These ranged from individual buildings through
to large scale area based regeneration schemes and the use
of a template format allowed the partners to identify common
features, issues, and characteristics that would of interest
and value to other regeneration practioners.
The network produced a “practitioners guide” illustrating
results and case studies which will be useful to other
European cities considering Public Private partnerships.
A CDROM is included within the report which explains in more
detail the case studies and also outlines in full the baseline
study.";;Cities;Europe;Northern Europe;13;UK16;Liverpool;Urbact I;Urbact1
Institutional cooperation and cooperation networks;Urban development;PHYRE;U116;Physical Regeneration of Urban Areas;DE;;2000;2006;"The PHYRE network adopted a cooperation model to
establish a strong partnership from the outset.
According to the network the prerequisites for effective
cooperation are:
Trust – built from previous working together or having
a strong common interest
Commitment – willingness to put forward competent experts
on the selected subject
Credentials – diversity of experience, scale and approach
makes for an interesting exchange.
PHYRE built their partnership around these prerequisites and
noted the importance of the start up conference to allow
partners to get to know each other, provide an opportunity for
organisational issues to be resolved, create a platform for
formal and informal deliberation, get a common
understanding of the agenda and the expectations
and obligations of each partner. At this first meeting the
partners identified 3 thematic seminars as key moments
of cooperation. These seminars would be preceded
by a preparatory meeting and followed up in the following
meeting to present the results. This focus on improving
mechanisms for transnational co-operation has a clear added
value: Seminars are based on better defined theme, the
concrete benefits for the partners are visible and the partners
are motivated to contribute and actively participate.
The three seminars addressed the three sub themes:
1. Social and Mobility Policy within urban regeneration
2. Physical regeneration in housing areas; Cooperation and
negotiation with owners; Innovative procedures in brownfield
redevelopment
3. Economic aspects/unemployment within the field of urban
Regeneration";;Cities;Europe;Western Europe;9;;Kassel;Urbact I;Urbact1
Urban development;;PRE-REGENERATION;U117;New ways in Urban Governance for Cities of the former Soviet block;HU;;2000;2006;"Like most cities that were once part of the former Soviet
bloc, Hungarian cities have experienced major traumas,
especially social traumas, since the collapse of the old
regime. The problems that began during that time have yet
to be solved, and cities have to contend simultaneously with
housing problems, rehabilitation of existing buildings, issues
of environmental quality, unemployment and the precarious
situation of many inhabitants. The cities know that they must
change their policies and acquire new working methods
and new skills that are more effective and more relevant,
if they are to meet these challenges and respond effectively.
They decided therefore to reflect together on these necessary
changes, and to find ways of learning from the experience of
cities in the “older” Member States of the European Union.
This is the background to the proposal submitted by the City
of Miskolc on behalf of five other Hungarian cities.
The project consists of a three-day training session designed
to improve the capabilities of practitioners in the cities. There
were 20 practitioners from the 6 cities present and the aim of
the event was to cover the following:
> Day 1: integrated urban development policies in Europe;
support from European structural funds
>Day 2: methodology of an urban development project
financed by European structural funds
>Day 3: looking deeper into the issues through discussions
based on exchanges of experience
The PRE-REGENERATION final report outlines some
of the results attained from these discussions.";;Cities;Europe;Eastern Europe;6;HU6;Miskolc;Urbact I;Urbact1
Institutional cooperation and cooperation networks;Social inclusion and equal opportunities;REGENERA;U120;Integrated development in disadvantaged neighbourhoods with a particular focus on integration of ethnic minorities;FR;;2000;2006;"The REGENERA thematic network has a main theme of
integrated development in disadvantaged neighbourhoods
with a particular focus on integration of ethnic minorities.
The network, which started in January 2004 with 4 main
sub themes: physical urban renewal, integration of ethnic
minorities, accessibility and transport, organisation of local
communities.
The four themes were split into seminar topics in order
to be able to make meaningful exchanges. The seminar
themes are outlined below:
> Exchange methodology - Milan
> Housing - Glasgow
> Citizen participation - Berlin
> Security - Turin
> Economic development and employment - Sant Adrià
de Besòs
> Changing image - Saint-Étienne
> Multiculturalism - Birmingham
> Health - The Hague
> Rundown condominiums - Budapest
> Education - Pescara
> Governance - Belfast
One of the most innovative elements of the REGENERA
network was the Officer Exchange. Three individuals per city
had the opportunity to spend five days in one of the
REGENERA partner cities in order to deepen their knowledge
of how that city implements the integrated approach to urban
regeneration. This intense method of exchange proved to be
very successful.";;Cities;Europe;Western Europe;11;FR18;Lyon;Urbact I;Urbact1
Institutional cooperation and cooperation networks;Governance, partnership;Regenerando;U121;Reinforcing the role cities play in shaping employment policies.;IT;;2000;2006;"The REGENERANDO network focused its exchange
on reinforcing the role cities play in shaping employment
policies. Since starting work in March 2004 this network has
held a total of 9 working meetings including international
conferences and expert meetings. These meetings have
covered topics such as the irregular economy, employment
policies for target groups like young people, older people,
long term unemployed and ethnic minorities and use of ICT
in employment policies.
The presence of a large number of Italian partners in this
network could be due to the fact that Italian Municipalities
encounter a lot of problems when dealing with employment
policies, not to mention the fact that the country’s parallel
economy and illegal work situation are far worse than
in any other Member State.
At the beginning of the REGENERANDO partnership,
the eleven city partners reviewed their city centre strategies
with regard to employment issues and this information was
developed into a matrix which was then used to identify
5 categories for action:
1. State of Action including financial resources and target
group
2. Actions directed against the irregular economy
3. Actions encouraging employment
4. Actions encouraging economic development
with employment impact
5. Actions encouraging social inclusion with employment
impact";;Cities;Europe;Southern Europe;11;IT33;Reggio di Calabria;Urbact I;Urbact1
Evaluation systems and results;Urban development;S.U.D.C;U122;Cultural Diversity and Urban Security;BE;;2000;2006;"The working group “Droit à la sécurité pour tous et diversité
culturelle: quels défis pour les politiques urbaines –
S.U.D.C.” started its work by carrying out a baseline study
of the concept and local policies already existing in the
partner cities for cultural diversity and urban security. In
order to assist with communication and exchange, a glossary
of common terms was outlined. This document includes
23 words or terms which have been defined by consensus
of the working group and can be found as an annex to the
final report.
4 main objectives were identified for the working group:
>To facilitate access to justice and human rights
>To resolve conflict
>To prevent violence
>To adapt public services
Each of these objectives was addressed by small working
groups which were made up of an expert from Liege and
an expert from each of the city partners.";;Cities;Europe;Western Europe;5;;Liège;Urbact I;Urbact1
Safety;Urban development;SECURCITY;U123;To address some of the issues around the theme of crime prevention;NL;;2000;2006;"Safety issues unaddressed can create a climate giving rise
and increasing the general fear of crime. These issues can
have an effect on business and future investment in an area.
The SecurCity set out to address some of the issues around
the theme of crime prevention. This network undertook a
series of 10 working groups and carried out field visits,
developed case studies and experience data sheets. The
network operated around 5 sub themes: 1. Youth Crime
>Multi-agency approach on youth crime
>Empowerment of Young People
>Involvement of local community in programmes for young
offenders
>The safe(r) school
2. Commercial Investment in a Public setting
>Improve safety situation in areas of high crime to make it
more attractive for the retail and business to stay
>To encourage retail and business communities to locate
and stay in areas of high crime and lack of security
3. Drugs and Insecurity
>To identify and to reduce the number of criminal and antisocial
offences committed by drugs and alcohol misusers
>To understand the linkages between drugs misuse,
homelessness and crime
>To review and share good practice of partner cities
>To develop a common framework from the experiences
gained
4. Citizen Participation
>Promoting the fact that recorded crime levels are falling
>To encourage citizen participation to ensure improvement
in the safety and security
>To foster community engagement
>Establish mechanisms to ensure policy and programmes
respond to identified need
5. Fear of Crime
>Reduce the perception of crime – cleaning the streets,
removing litter and graffiti
>Build up civic pride and start to get people involved
>To find factors influencing Fear of Crime, because only
focusing on Environmental issues does not significantly
improve feelings of unsafety
>Try to counteract the negative impact of media. And
communicate in direct with the residents";;Cities;Europe;Western Europe;12;NL12;Rotterdam;Urbact I;Urbact1
Knowledge and technology transfer;Urban development;SKILLS FOR SUSTAINABLE COMMUNITIES;U124;Transnational Cooperation, Urban Knowledge Exchange across Europe;UK;;2000;2006;"The purpose of the Skills Symposium was to encourage
the transfer of knowledge and learning – by experts,
practitioners and policy makers – to improve and integrate
the skills needed to create genuinely sustainable
communities across Europe.
The role of the working group was to encourage and promote
knowledge exchange in the preparation and following the
Symposium and to ensure it contributes to and gains from
capitalisation of URBACT networks.
The working group members were either experts,
practitioners or academics from the local, regional and
national levels with expertise in fields of urban and regional
policy making, urban knowledge exchange, architecture,
spatial planning, culture, economic and sustainable
development.
The group has held 5 working group meetings plus the
symposium event itself. The Working Group research for the
Symposium set out to stimulate debate at a number of levels:
>What are the skills needed to create and manage
successful places throughout Europe?
>What are the skills and training needs associated
specifically with good governance models and effective
partnership working?
>Is there evidence of a skills gap and what barriers exist to
overcoming any gaps?
>What strategies and actions are in place at national,
regional or local levels to promote skills development
and capacity building amongst policy makers, practitioners
and amongst communities themselves?
The research focused on these fundamental issues
and the symposium set out to discuss them and consider
opportunities for shared learning.";;Ministry;Europe;Northern Europe;10;UK17;London;Urbact I;Urbact1
Knowledge and technology transfer;Urban development;STRIKE;U125;Strategies for Urban Regions in the Knowledge Economy;NL;;2000;2006;"In debates about Europe’s position in the knowledge
economy, the role of cities is rarely mentioned. This is quite
surprising, as the knowledge economy is very much an urban
economy. Moreover, generalised discussions about the
knowledge economy – useful as they are – hide a very
differentiated picture: some urban regions do very well,
while others stay behind. This working group made an
attempt to fill this gap, and put the spotlight on the role of
cities and urban regions in the knowledge economy. Moreover,
the group focused on the interrelations between local,
regional, national and EU actions to promote the knowledge
economy on the urban level. It illustrated current practices
in various countries, and sought to raise discussions about
improving the governance of the knowledge economy.
The overall aim of the URBACT working group STRIKE
is to explore further the potential of cities in stimulating
competitiveness and innovation and the impact on the cities
needs and the transformation in potential. The name STRIKE
stands for Strategies for Towns and Regions In the Knowledge
Economy.
The working group started in June 2004 and undertook
its work through a series of 4 seminars using external
expertise to assist with the exchange. This work culminated
in the production of the report ”Cities as engines of the
knowledge society”";;Cities;Europe;Western Europe;9;NL12;Rotterdam;Urbact I;Urbact1
Coastal management and maritime issues;Urban development;SUDEST;U126;Sustainable Development of Sea Sowns and Integrate Approach to Urban Development;IT;;2000;2006;"The working group “SUDEST” stands for the sustainable
development of sea towns and focuses on an integrated
approach to urban development in these areas. The main aim
of the working group is to identify the key economic actions of the port areas (cruising, commercial activities) and to
analyse their impact on the territory in terms of physical,
economic, social, environmental and cultural transformations.
The working group set out to examine how good practices
carried out by private actors (associations, foundations,
cooperatives, enterprises) has led to the insertion of low
qualified people whilst complying with the restrictions
of public politics.
The working group focused on:
>The tools adopted by each town to protect and monitor the
development of these port areas
>The identification of competent actors in managing these
areas
>A selection of projects about the valorisation and
transformation of the harbour and their surrounding areas
and the effect on economic, social and environmental matters
At the first meeting of the working group the following sub
themes were identified:
Theme 1 – Physical Regeneration in Port Areas
>Physical characteristics – common points and differences
>Environmental Impact
>Infrastructure – transport system
>Urban regeneration in port areas – land use, change
of function for buildings
Theme 2 – Economic and Social Dimension
>Economic – port activities, tourism, industry, service
sector
>Social – potential actions, completed actions, weaknesses,
local specificities
>Culture – social integration, infrastructure
Theme 3 – Management Instruments
>Management Tools – legal situation, innovative solutions
>Decisional Structures – Public Private Partnerships
>Programming – implementation methods
The SUDEST final conference was held in June 2007 and
presented the main findings of the working group.";;Cities;Europe;Southern Europe;5;IT23;Naples;Urbact I;Urbact1
Institutional cooperation and cooperation networks;Cultural heritage and arts / Social inclusion and equal opportunities ;SURCH;U127;Urban Regeneration with a focus on Social Inclusion through the active use of Cultural Heritage;MT;;2000;2006;"The SURCH network explored experiences of urban
regeneration with a focus on social inclusion through the
active use of cultural heritage. The five cities involved have
developed new knowledge in this field through their
exchange and have fed their results into their daily work with
local partners.
The network particularly focused on 3 sub themes:
1. Creating mutual understanding between local actors
in urban regeneration
2. promoting inclusion of communities in decision making
and benefit sharing from redevelopment
3. contributing to intercultural awareness and understanding
of values from local community level to national, transnational
and European level
A clear-cut conclusion from the networks activity is that
urban regeneration cannot be done without considering the
cultural heritage of the city as a whole or that of one
of its districts, and a city’s cultural baggage should even be
the starting point for urban regeneration initiatives.";;Cities;Europe;Southern Europe;5;MT3;Valletta;Urbact I;Urbact1
Urban development;;THE EUROPEAN URBAN EXPERIENCE;U128;Presenting, synthesizing and discussing recent and current academic research on the implementation of URBAN programme in different European countries and cities;DE;;2000;2006;"The Humboldt University of Berlin undertook a study
presenting, synthesizing and discussing recent and current
academic research on the implementation of URBAN
in different European countries and cities.
The study addresses 3 major issues:
> URBAN and governance: impact of URBAN on (national,
regional and) local governance structures and dynamics
(impact on domestic policy traditions and institutional and
administrative local structures; responses of domestic actors
at all tiers of government to pressure emanating from URBAN
to adjust existing urban policy contents, patterns and
instruments to EU requirements; translation of EU norms and
requirements into the local context; conflicts and bargaining
processes between different actors and interest groups, etc.)
> URBAN and local empowerment: URBAN’s potential
to empower the subnational level and local actors (URBAN
and experimentation with innovative policy approaches,
URBAN as a potential opportunity for local residents
to become involved in urban development, etc.)
> URBAN as a transnational programme: exchange and
policy learning offered through the transnational dimension
of URBAN (and URBACT); comparative approaches of URBAN
experiences in ’Northern’ and ’Southern’ Europe, in countries
and cities with longer experience in decentralized and
integrated urban policy making and those with centralized,
authoritative and top-down policy traditions, in different cities
in one country; potential “learning processes” discernable
from URBAN I to URBAN II.";;Universities;Europe;Western Europe;10;DE3;Berlin;Urbact I;Urbact1
Institutional cooperation and cooperation networks;Social inclusion and equal opportunities;UDIEX-UDIEX ALEP;U129;Exchange on Policies addressing issues of Inclusion, Diversity and Integration;IT;;2000;2006;"The UDIEX thematic network, with the linked qualifications
project Action Learning Exchange Programme (ALEP),
has proved to be one of the most innovative of the URBACT
projects. It was considered that there was not enough
exchange on policies addressing issues of inclusion, diversity
and integration and hence the UDIEX ALEP project was
created to change this.
This method of linking the exchange elements to a training
scheme has allowed maximum impact for this project.
Through a series of 8 topic based workshops and 6 cross topic
workshops (Venice Sessions) the group, with its 26 partners
has managed to produce a series of workshop reports in
order to disseminate widely the results of the project and
impact on future policy. A number of case studies have also
been produced to highlight examples of good practice.
All the documentation produced by the project is available
on the URBACT web site www.urbact.eu/udiex.
The network has mobilised a total of 367 people with an
average of 57 participants per workshop. In addition there has
been a high percentage (21%) of participants from the NGO /
voluntary sector.";;Cities;Europe;Southern Europe;26;IT43;Venice;Urbact I;Urbact1
Institutional cooperation and cooperation networks;Health and social services / Social inclusion and equal opportunities ;Urb Health;U134;To promote larger cooperation between the urban and the health policy sectors;IT;;2000;2006;"The URB HEALTH thematic network aims to promote larger
cooperation between the urban and the health policy sectors
by providing examples of how such partnership can be put
into action.
The peer review exchange programme will consist of four
workshops focusing on four interrelated themes: Vulnerable
Groups (Elderly, Children, Disabled) and Health, Ethnic
Diversity and Health, Gender and Health, Housing and
Health.";;Cities / Others;Europe;Southern Europe;8;IT41;Turin;Urbact I;Urbact1
Institutional cooperation and cooperation networks;Cultural heritage and arts;URBACT CULTURE;U130;Culture in regeneration policies;FR;;2000;2006;"The URBACT Culture network objectives can be summarised
as follows:
>To illustrate the importance of culture in regeneration
policies and projects by compiling case studies and by sharing
the knowledge and experiences of the partner cities
>To study, describe and diffuse transferable models and
approaches >To draw recommendations to be diffused
Following the kick off meeting in January 2004 a series
of 8 working group meetings were held two for each of the
4 sub themes to try to achieve these objectives:
1. Social Cohesion
>culture as a tool for participation
>Culture and civic society – use of cultural events to create
a feeling of cohesion
>Public space and sense of re-appropriation
>Culture and the fight against social inequality
>Multi-culturalism and inter-culturalism
2. Economic Development
>Culture, art and heritage as a tool for regeneration
>City strategies for creative industries
>ICT, communication media as a cultural tool
>Festivals an cultural events
3. Physical Regeneration
>City centre and neighbourhood development
>Cultural Infrastructure
>Public Space for creativity
>Planning of metropolitan and local cultural facilities
>The inclusion of cultural professionals in urban regeneration
4. Integrated Approach
>Cultural activities as a strategic resource
>How social, economic, and physical activities come
together for urban regeneration
>Power and potential of culture
>Context and circumstances for use of culture in urban
regeneration
Four thematic experts were appointed to head each of the sub
themes, animate and guide the work of the partner cities.
Each seminar was held in a different city so partners had the
chance to see practical projects on the ground and have direct
contact with project leaders.
The conclusion seminar was held in May 2006 and the final
conference for the project was held in Roubaix in September
2006 where the main findings and conclusions were presented.";;Cities;Europe;Western Europe;17;FR16;Lille;Urbact I;Urbact1
Regional planning and development;Urban development;URBAMAS;U131;Good practice on integrated urban management systems;PL;;2000;2006;"The URBAMAS project brought together 7 Polish cities
with the aim to identify good practice on integrated urban
management systems.
The project held seminars in 2006 covering topics including
urban plans and tools used in different cities for urban
development, a review of the strategic plans in some partner
cities, and report on the testing of the proposed model.
During the project implementation more than 30 people
responsible for city government were trained and prepared a
model of an integrated city development management system
taking into consideration spatial issues.
During the opening conference the following problems were
defined:
1. Lack of coordination and integrated management
2. Lack of functioning regulations concerning public-private
partnership
3. Lack of knowledge and experience within the integrated
city management
4. Lack of coherence in the drawn up documentation
5. Lack of an information distribution system
6. Decline of the prestige of urban planning specialists and
decrease of demand for their professional services
7. Giving priority to short-lasting and immediate results over
the long-term and permanent ones (term of office)
8. Commercialisation of activities concerning the spatial
plans elaboration
9. Lack of effective fiscal solutions concerning properties
10. Ineffective results of the “urban rent” introduction
Each of the cities participating in the project engaged in
preparation of the set of solutions and good practices within
the particular component of the system consisting of analysis,
implementation and monitoring and assessment of the city
development.
The solutions prepared in cooperation with local experts were
analysed and assessed by national and international experts
participating in the project in cooperation with project
partners.";;Cities;Europe;Eastern Europe;7;;Plock;Urbact I;Urbact1
Construction and renovation;Urban development;URBAMECO I;U132;"To support Social Cohesion at the Neighbourhood Level by enabling
Deprived Urban Neighbourhoods at the same time to contribute to the Competitiveness surrounding Cities and Regions";FR;;2000;2006;"Metropolitan areas are both hubs of wealth production and
economic development and areas that are host to the poorest
populations, a large part of which originate from other
regions or countries. These inhabitants are mainly
concentrated in deprived areas of the agglomerations.
To successfully generate their sustainable development,
the cities must implement regeneration projects in areas
of social housing, combining major urban interventions
(demolition/restructuring/rehabilitation) and interventions
in social, cultural and economic terms with employment,
education, health, transport infrastructure, prevention and security initiatives. The aim of the network is thus to support
social cohesion at the neighbourhood level by enabling
deprived urban neighbourhoods at the same time to
contribute to the competitiveness surrounding cities and
regions.
Following on from the methods developed by the REGENERA
network this pilot Fast Track network (PFTN) seeks to set up
new urban and social regeneration projects. The principal
actions are:
1. Diagnosis of the area (place/people/institutions).
What are the circumstances of the site and its inhabitants
and which objectives are being pursued at different levels
within the area?
2. Programmes/projects - How are the programmes
formulated? Strategies applied to different fields (housing
conditions, economy, employment, social and cultural
initiatives, developments, health, prevention, security,
transport infrastructure, etc.)
3. Citizen participation methods
4. Partnerships and management of projects both in terms
of neighbourhoods, cities, urban agglomerations and in terms
of technical elements and politics
5. Bringing together human and financial resources (suited
to objectives, leverage effect of additional loans – particularly
from Europe, securing private funding, etc…)
6. Programme and project assessment
The outputs of phase I of this PFTN (financed through
URBACT I) are a baseline study, the work programme for
phase II and a framework for local action plan. The outputs
of phase II project financed through URBACT II will be
the setting up of Local Support Group and local action plan
for each partner city.";;Cities;Europe;Western Europe;10;FR18;Lyon;Urbact I;Urbact1
