Sources;Years;Main.Key.Word;Additionnal.key.words;Name;Code_Network;Description;LeadPartnerCountry;Url;Statut;Start;End;Aims;Activities;Members;Continent;Region;NbCities;PopMean;PopMed;PopSd;PopVar;PopMeanUMZ;PopMedUMZ;PopVarUMZ;PopSdUMZ;CodeCity;LeadPartner;PopMedPartner;POPLAU2_2015;LeadPartnerUMZ;PopMedPartnerUMZ;Pop2011;PopMedPartner;PopMeanPartner;PopMedPartnerUMZ;PopMeanPartnerUMZ;Phase;UMZClass;ClassSizeUMZLead;DecSizeUMZLead
http://urbact.eu;2016;Integrated Urban Development / Governance;Participation/ Strategic Planning/ Urban Renewal;SURE;68;Implementation of integrated socio-economic regeneration strategies which build on local strengths and opportunities. This will be achieved by developing an integrated Socio-economic Urban REhabilitation Model for small and medium sized cities.;HU;http://urbact.eu/sure;Closed;2009;2012;"The SURE network is a space for learning and exchange, structured around core themes such as tourism, enterprise, physical improvements, strategy, and community. SURE is designed to support officers and politicians from municipalities in working hand in hand with their counterparts of other towns to explore whether there are better or different ways of tackling the commonly shared problems.
- Tourism as a way of facilitating local economic and cultural development;
- Encouraging small enterprise and innovation;
- Physical improvements to important buildings and open spaces;
- Strategic partnership and planning to regenerate housing markets, re-use land and buildings and manage town centres; and
- Community development to build confidence, tackle prejudice and engage both young and older people in meaningful activity and dialogue.";"The main output of the SURE network will be the integrated Socio-economic Urban Rehabilitation model, which is based on the experience of SURE partners and best practices and designed to provide guidance for other practitioners who intend to develop similar strategies for their own towns and cities. This will be complemented by a toolkit on participatory approaches towards planning and strategy development in deprived neighborhoods. The SURE model will be disseminated in national languages in the frame of publication of booklets. It will be prepared with the help of the Lead Expert for the final conference, together with policy recommendations and a best practice collection.
In line with the URBACT II principles, each partner has to make a Local Action Plan (LAP), which must be based on the lesson learnt during the exchange and learning activities of the project, and Local Support Groups (LSG) has a central role in the design and implementation of the LAPs. The heart of the SURE network are the LSGs which have set up by each city partner. The overall aim of the LSGs is to improve the impact of URBACT exchange activities at local level. LSG helps to spread the learning from transnational exchanges to a broader cross-section of local stakeholders and to ensure that the lessons learnt lead to change at a local level. The animation of LSGs will be organised through at least 10 local workshops per city partner.
Within this broad framework SURE partners will focus on the exploration of the above five specific topics which reflect their particular local circumstances and which will have to be addressed in conjunction with each other. These include:(any) sustainable socio-economic regeneration for all partner cities. SURE partners are supported in their work through a continuous supply of information on practical examples which reflect internationally recognised good practice and study visits designed to explore particular problems in greater depth and to exchange experience with other URBACT networks that share similar interest.
SURE network operates between November, 2009 and December, 2012.";Cities;Europe;Eastern Europe;8;63719,75;53038,5;47967,26982;2300858974;747045;86613,5;2,28482E+12;1511563,292;HU3;Eger;51468;54609;Eger;96638;59472;51468;65021,28571;96638;845269,7143;Urbact II;Small City;4. Small City;1
http://urbact.eu;2016;Integrated Urban Development / Environment;City Management/ Culture & Heritage/ Education/ Energy Efficiency/ Entrepreneurship & SMEs/ Food/ Health/ Local Economic Development/ Urban-rural;Sustainable Food in Urban Communities;69;Developing low-carbon and resource-efficient urban food systems, by focusing on three areas: growing, delivering and enjoying food.;BE;http://urbact.eu/sustainable-food-urban-communities;Closed;2013;2015;"The thematic network \\""Sustainable Food in Urban Communities\\"" involves ten European cities that wish to grow, deliver and enjoy more sustainable food. We are looking for joint, effective and sustainable solutions to develop low-carbon and resource-efficient urban food systems.";;Cities;Europe;Western Europe;10;363185,9;344857;237421,1609;56368807658;1160535,4;616887;2,24034E+12;1496777,369;BE4;Brussels;449300;190880;Brussels;609808;4376050;449300;382331;609808;803256;Urbact II;Large City;1.Very Large City;10
http://urbact.eu;2016;Economy;Education/ Employment/ Entrepreneurship & SMEs/ Knowledge Economy/ Local Economic Development;TechTown;70;A digital City Future - Adapt or Die;UK;http://urbact.eu/techtown;Ongoing;2015;2018;"The digital economy is the 'single most important driver of innovation, competitiveness and growth' (EC,2015).
TechTown will explore how small and medium sized cities can maximise the job creation potential of the digital economy. It will examine whether there is potential for spillover from stronger city level digital economies, examine how clusters can work at city level and look collaboratively at what cities can do to support businesses to access the digital skills and innovations they need in order to start, grow and compete.
As part of the project , TechTown partners want to explore further the role and viability of digital, content creation and technology clusters and how benefit may be gained from major city or national initiatives to benefit job creation and growth in small and medium sized cities. The project will be 'of the digital economy' as well as 'for the digital economy' in that it will use digital technologies as much as possible throughout management and delivery.
TechTown will look collaboratively at new ideas and actions to help support all businesses to access the digital skills and embed the digital innovations they need in order to start, grow and compete. This will be an active network embracing the opportunities digital technology affords to collaborate and co-create and it will work closely with digital communities in each city through activities such as hack days and meetups. Local tech-communities don<U+FFFD>t typically look for support from cities: they are largely self-organising, thriving on informal networks. TechTown will look at what role cities can realistically and effectively play within this context and drive forward the conversation. What margins of manoeuvre do they have to maximise local potential from the digital economy? What ecosystems can they contribute to in order to foster organic growth? What approaches can cities take to engage and collaborate with their digital communities?";;Cities;Europe;Northern Europe;11;209196,0909;107355;363396,5114;1,32057E+11;228376,9091;118784;1,28242E+11;358108,5217;UK2;Barnsley;112740;91297;Dearne Valley;109167;140797;112740;220986;109167;237134,9;Urbact III;Small City;4. Small City;3
http://urbact.eu;2016;Inclusion / Governance;City Management/ Participation/ Urban Renewal;TOGETHER for Territories of Coresponsibility;71;Social inclusion and well being in cities can hardly be reached without close cooperation between public authorities, citizens and private stakeholders following a principle of co-responsibility.;FR;http://urbact.eu/together-territories-coresponsibility;Closed;2009;2012;"In a context of economic crisis, the situations of unemployment and social exclusion are more and more common. To face this phenomenon, the solutions that are needed cannot be only based on economic resources but should also take into account the citizens themselves for job creation through social links, the pooling of efforts and the seeking for innovative solutions based on local needs. So to say, the search for solutions to the crisis should be better shared between public authorities, economic stakeholders, etc...
Considering this, a certain number of European cities have developed in the past years, impelled by the Council of Europe, the idea of promoting the co-responsibility of actors (public authorities, companies, associations, citizens, etc.) to provide the well-being of all and to avoid situations of exclusion. They use for this a methodology of building indicators of well-being with the citizens themselves, the methodology SPIRAL (https://spiral.cws.coe.int). This methodology enables to define ways of progress towards the well-being of all, to identify the situations of exclusion not only based on material criteria, but also immaterial ones. The goal is to enlarge the impact of public and private actions considering these criteria and to develop pilot actions of social inclusion around the idea of co-responsibility of the actors themselves. The coordination of these activities is provided by a steering committee regrouping the representatives of all local stakeholders (municipality, public services, companies, associations, citizens, etc.).
";"This approach has allowed to launch innovative pilot actions of social inclusion for overextended people, long-term unemployed people, basic guaranteed income beneficiaries, children and young people of disadvantaged neighborhoods or districts, children failing at school (approach applied in high schools) and on specific themes such as access to housing.
It has also allowed to enlarge the concept of social inclusion over the economic exclusion to take into account the ill-being in its different dimensions, such as ill-being at work (using the approach in companies), at school or in the neighborhood<U+FFFD>s life. It has finally allowed to work on co-responsibility considering the well-being of future generations (environmental challenge), particularly with concerted pilot action of sustainable consumption according to the local climate plan and agenda 21.";Cities;Europe;Western Europe;8;55696,75;49182,5;31619,55784;999796438,2;783251,625;53100;2,36599E+12;1538178,981;FR22;Mulhouse;46568;112063;Mulhouse;47182;216679;46568;47644,42857;47182;864190,5714;Urbact II;Large City;3.Medium-sized City;4
http://urbact.eu;2016;Integrated Urban Development / Environment;Abandoned Spaces/ City Management/ Entrepreneurship & SMEs/ Participation/ Urban Renewal;TUTUR;72;Temporary Use as a Tool for Urban Regeneration;IT;http://urbact.eu/tutur;Closed;2013;2015;Temporary use is a planning tool effectively bringing together various stakeholders: it engages an important number of municipal and private economic development agencies and property owners, as well as cultural organisations, to elaborate potential uses of existing infrastructure and resources. In the meanwhile, architects (and landscape architects, designers) also play a key role in the development of models for interim use and in the establishment of temporary spatial possibilities. Transforming empty properties to allow them adopt new uses offers advantages to all: owners profit with the renovation and preservation of the building, users access affordable work and living spaces, residents enjoy their revitalised neighbourhoods, merchants benefit increasing traffic and sales, and the design professions gain new work opportunities and expanded professional perspectives.;;Cities;Europe;Southern Europe;3;1160161,333;539403;1501050,723;2,25315E+12;1114687,667;588920;1,92088E+12;1385957,915;IT36;Rome;304231,5;2872021;Roma;328731,5;2686600;304231,5;304231,5;328731,5;328731,5;Urbact II;Large City;1.Very Large City;9
http://urbact.eu;2016;Economy;City Branding/ Culture & Heritage/ Entrepreneurship & SMEs/ Local Economic Development/ Research & Innovation;UNIC;73;A strong tradition in the ceramics industry and for two years they shared their experiences and developed local policies adapted to this changing economic context in order to make ceramics an asset for their territory in terms of innovation, cultural dynamism and attractiveness.;FR;http://urbact.eu/unic;Closed;2008;2011;"The UNIC network consists of nine European cities with long and vivid histories in the ceramics industry and manufacturing.
The principal challenge addressed was to develop and encourage adequate policy responses. The strategies and action plans helped cities to identify possible paths from traditional industry towards a sustainable innovation-driven economy, while preserving and using the cities' asset of a common, strong industrial heritage.";;Cities;Europe;Western Europe;8;212264,375;140541,5;210442,4102;44286007998;291105;169664;98812214671;314344,1023;FR17;Limoges;145985;135098;Limoges;156493;182835;145985;223288,1429;156493;306572,1429;Urbact II;Large City;3.Medium-sized City;3
http://urbact.eu;2016;Integrated Urban Development / Economy;Culture & Heritage/ Food/ Local Economic Development;URBACT Markets;74;The goal of this project is to understand and explore the role of urban markets as key drivers of change in terms of local economic development, regeneration and sustainable living.;ES;http://urbact.eu/urbact-markets;Closed;2013;2015;"Delegates from the URBACT Markets and Marakanda project visited Barcelona recently to see first-hand how the city organizes its markets network.
Markets are important for cities for many reasons. They offer and create incredible opportunities for social, cultural, and economic wealth at the local level.
Our project<U+FFFD>s importance lies in its goal of providing action-orientated knowledge about how to use urban marketplaces to develop low carbon, local supply chains, better and more sustainable urban planning, employment and entrepreneurship. We believe the key to healthy cities lies in the development of marketplaces.";;Cities;Europe;Southern Europe;9;1534954,222;634487;2710726,864;7,34804E+12;2253845;1121310;8,76357E+12;2960331,948;ES8;Barcelona;593826;1611013;Barcelona;929316,5;3437870;593826;1525446,875;929316,5;2105841,875;Urbact II;Large City;1.Very Large City;9
http://urbact.eu;2016;Integrated Urban Development;Disadvantaged Neighbourhoods/ Participation/ Urban Renewal;URBAMECO;75;URBAMECO network focused on strategies and projects that can foster  sustainable integrated regeneration of critical urban areas of disadvantage with a special focus on local economy development as key aspect to fight social exclusion.;FR;http://urbact.eu/urbameco;Closed;2008;2009;"URBAMECO is a Fast Track Pilot Project - one of the tools for implementing Region for Economic Change Programme -  launched within the framework of URBACT I, in order to experiment the organisation and working processes before URBACT II. The specificity of these projects is that the Preparatory Phase [Phase 1] is funded under URBACT I and the Operational Phase [Phase 2] under URBACT II.
URBAMECO is a thematic partnership network of 9 Cities and their Managing Authorities from the Convergence area (Constanta, RU Lodz, PL Wroclaw,PL Nea Iona GR and Tatabanya HU) and competitiveness area (Birmingham,UK Arnhem, NL, G<U+FFFD>teborg SW and Greater Lyon FR).";;Cities;Europe;Western Europe;9;445695,1111;500715;354811,3451;1,25891E+11;729694,2222;609808;6,01033E+11;775263,3495;FR18;Lyon;418804,5;500715;Lyon;455511,5;1403560;418804,5;438817,625;455511,5;645461;Urbact II;Large City;2.Large City;7
http://urbact.eu;2016;Governance;Energy Efficiency/ Food/ Low Carbon/ Participation/ Urban Mobility;Urban Green Labs;76;Promoting citizens engagement in upgrading urban green spaces;HU;http://urbact.eu/urban-green-labs;Closed;2015;2016;The project aims to set up models on how empowered civil eco-conscious groups and top down interventions can mutually reinforce each other to make cities more resilient and healthy, while also reducing the cities<U+FFFD> carbon footprint by empowering local groups as well as the city administration and by matching grass-root ecological initiatives with large scale resource efficiency interventions. In other words the project aims to achieve a paradigm shift towards sustainability in the society of the partner cities by fostering dialog between local governmental level and civil society.;;Cities;Europe;Eastern Europe;9;376407,5556;185123;537718,3977;2,89141E+11;822565;262529;1,62835E+12;1276069,414;HU1;Budapest;148724;1757618;Budapest;224116,5;2057700;148724;203756,25;224116,5;668173,125;Urbact III;Large City;1.Very Large City;8
http://urbact.eu;2016;Inclusion / Economy;Employment/ Entrepreneurship & SMEs/ Local Economic Development;Urban N.O.S.E. ;77;Towards an urban economic system of Social Incubators;IT;http://urbact.eu/urban-nose;Closed;2008;2011;"Social enterprises can represent the engine of the sustainable development of urban areas in according to Lisbon and Gothenburg agendas and their increase and development favour the social cohesion and the improvement of the urban economy.
The project will provide nine social enterprise incubators, one for each  partner city, according to a common model strictly developed through project activities; also, the project will define an European network of  social-economic incubators.
The network will transfer best practices and it will represent a solid reference for social policies of the involved territories.
Finally, the project main challenge will be supporting social enterprises to achieve economic sustainability, through the application of a market driven approach.";;Cities;Europe;Southern Europe;8;69056,75;42909;87463,84975;7649925013;101946,25;57326,5;26961151830;164198,5135;IT18;Gela;29125;76723;Gela;56693;75441;29125;67961,57143;56693;105732,7143;Urbact II;Small City;4. Small City;2
http://urbact.eu;2016;Integrated Urban Development / Environment;Abandoned Spaces/ City Management/ Disadvantaged Neighbourhoods/ Financial Engineering/ Participation/ Strategic Planning/ Urban Renewal/ Urban Sprawl;USEAct;78;Urban Sustainable Environmental Actions. The aim of USEAct is to define ways to achieve opportunities for people and businesses to settle in existing locations without consumption of further land, thanks to new planning and partnership approaches.;IT;http://urbact.eu/useact-urban-sustainable-environmental-actions;Closed;2013;2015;The USEAct project aims to achieve urban development and new or improved settlement opportunities for people and businesses taking up residence in existing locations, without consumption of further land and at the same time developing the construction and real estate economies, making the most of the historic building heritage and related character, reducing energy consumption in buildings and cutting back on further infrastructure building/management costs. We can reach these targets through the activity of the thematic network and the exchange of experiences and knowledge, towards the definition of integrated frameworks.;;Cities;Europe;Southern Europe;10;288328,9;117959,5;321790,3471;1,03549E+11;581973,4;200529;5,61876E+11;749583,6503;IT23;Naples;100064;978399;Napoli;192337;2435950;100064;211654,4444;192337;375976;Urbact II;Large City;1.Very Large City;8
http://urbact.eu;2016;Environment / Governance;City Management/ Disadvantaged Neighbourhoods/ Participation/ Urban Renewal;USER;79;A core USER idea is that the design of urban public spaces and the main goals of urban planning are challenged by rapid changes in how cities are used. New trends in how public spaces are used, what the new users<U+FFFD> needs are, increasing malfunctions and conflicts among uses, etc., are challenging the way the city is usually <U+FFFD>produced<U+FFFD>, designed and managed.;FR;http://urbact.eu/user;Closed;2013;2015;"Changes and conflicts in using public spaces
A core USER idea is that the design of urban public spaces and the main goals of urban planning are challenged by rapid changes in how cities are used. New trends in how public spaces are used, what the new users<U+FFFD> needs are, increasing malfunctions and conflicts among uses, etc., are challenging the way the city is usually <U+FFFD>produced<U+FFFD>, designed and managed. This approach entails a process of users involvement as a crucial dimension of public spaces planning and management. Indeed <U+FFFD>users experience<U+FFFD> is one of the main inputs to understand how the spaces are used and what kind of conflicts are taking place. ";"The USER project will work on the three main aspects that, according to us, constitute a \\""good public space\\"":
a) Friendlier and more interactive social-public spaces by solving malfunctions and conflicting uses,
b) Safer public spaces in a friendlier city
c) Cleaner, better-maintained and upgraded public spaces for a more efficient city.";Cities;Europe;Western Europe;9;545427,1111;547733;352388,0596;1,24177E+11;752497,1111;660092;2,63363E+11;513189,491;FR13;Grenoble;554584;160215;Grenoble;674486,5;402811;554584;593578,625;674486,5;796207,875;Urbact II;Large City;3.Medium-sized City;5
http://urbact.eu;2016;Integrated Urban Development / Inclusion;"
Capacity Building/ Disadvantaged Neighbourhoods/ Health/ Poverty/ Social Innovation";VITAL CITIES;80;Urban sports promotion for social inclusion, healthy and active living;PT;http://urbact.eu/vital-cities;Ongoing;2015;2018;"The project seeks answers on how to combat social exclusion through the redesign of public spaces in deprived residential areas by using the power and common language of sport through innovative urban sport actions, physical equipment and better orchestrated service delivery.
Active living positively contributes to social cohesion, wellbeing and economic prosperity in cities. However, currently cities are challenged by the opposite: dramatic increase in the frequency of diseases as a result of sedentary life style and social exclusion.
To tackle these challenges, European cities have invested in large scale sports facilities over the past decades. These strategies have a limited success, hence a new approach is needed: instead of <U+FFFD>bringing<U+FFFD> the inactive citizens to the sports facilities, public space itself should be turned into a low threshold facility inviting all citizens to physical activity. Street layout, land use, location of recreation facilities, parks and public buildings, the transport system can all encourage or discourage physical activity. Opportunities for physical activity need to be created close to where people live while also creating cleaner, safer, greener and more activity-friendly local environments.
In order to reach this, cities need to be equipped with new innovative tools to be used in urban design and planning (to redesign public spaces linked to sport activities, urban sports, games, physical exercises) to adequately provide for recreation and sport services and exploit potential social, health and economic benefits.
Efforts to enable and encourage sports require the participation and cooperation of many stakeholders, including local residents themselves and the creation of synergies among municipal departments or institutions. Moreover, municipalities need to be equipped with a new set of tools to be used in urban design and planning to adequately provide for recreation and sport services and exploit the potential social, health and economic benefits.";;Cities;Europe;Southern Europe;10;418812,9;82267;597592,5312;3,57117E+11;579924,4;89682;8,38638E+11;915772,0088;PT14;Loulé;93409;70622;Loule;102459;19181;93409;457500,7778;102459;642229,2222;Urbact III;Small City;5.Very Small City;1
http://urbact.eu;2016;Inclusion / Economy;Education/ Employment/ Entrepreneurship & SMEs/ Minorities;WEED;81;Women Enterprise and Employment in local Development. Identifying and developing integrated local actions that improve women<U+FFFD>s situation in employment, entrepreneurship and the knowledge economy;SI;http://urbact.eu/weed;Closed;2008;2011;In addition, it is clear that the role that women play in terms of local regeneration is crucial, however, urban regeneration has always been a predominantly male affair. This is not surprising as it has been about things as derelict land, planning, property development, employment, and labour market all traditionally male domains. This situation is evolving since women are becoming important actors in social and economic regeneration.;"This proposal intends to establish a Thematic Network of cities which will address the theme of \\""Women, Enterprise and Employment in Local Development\\"".
In particular the network will focus on the key issues of: 
- women and entrepreneurship
- women in research and knowledge economy
- gender inequalities in the workplace and the labour market";Cities;Europe;Southern Europe;10;105369,8;78264;78087,55806;6097666724;535749,8;79964,5;1,83251E+12;1353700,776;SI1;Celje;95397;48773;Celje;94952;26125;95397;111658,3333;94952;592374,7778;Urbact II;Small City;5.Very Small City;1
http://urbact.eu;2016;Integrated Urban Development / Governance / Economy;Abandoned Spaces/ City Branding/ Culture & Heritage/ Entrepreneurship & SMEs/ Local Economic Development/ Strategic Planning/ Urban Renewal;Wood Footprint;82;Wood FootPrint, under the banner of URBACT, aims to respond to the challenge to reactivate the economies of participant cities, whose main economic activity is the furniture industry and have suffered as a consequence of the economic crisis and the impact of globalisation. ;PT;http://urbact.eu/wood-footprint;Closed;2013;2015;"Manufacturing and selling big items requires big spaces as factories and large showrooms. During the prosperity years of manufacturing sector in Europe, wood industry dependent cities have witnessed a pop-up of such buildings along the main road axis and suburbs, strongly making urban development. Nowadays the rapid transformation of these sectors led to the abandon of most of these, leaving a giant urban footprint that is a serious challenge to cities that have inherited it and a warning to others. Wood FootPrint, under the banner of URBACT, aims to respond to the challenge to reactivate the economies of participant cities, whose main economic activity is the furniture industry and have suffered as a consequence of the economic crisis and the impact of globalisation.
One of the main benefits of the programme \\""Wood FootPrint\\"" is to offer different tools and policies that will strengthen the furniture sector, but at the same time offer economic diversification by sharing successful methods in sustainable sectors.
The project partners include 10 partners from 9 EU countries.";;Cities;Europe;Southern Europe;10;57575,7;58523,5;44838,00303;2010446516;199481;67669;1,77261E+11;421023,8251;PT17;Paços De Ferreira;60707;56340;Pacos de Ferreira;97904;35105;60707;57713;97904;217745;Urbact II;Small City;5.Very Small City;1
http://urbact.eu;2017;Integrated Urban Development / Governance;Capacity Building/ City Planning/ Strategic Planning;CIA 7;83;New European Tools for Urban Development;FR;http://urbact.eu/cia-7;Ongoing;2016;NA;The project consists in exchanges between European cities on the implementation of Article 7 of European Regulation. For the first time the European Commission dedicated 50 B<U+FFFD> to the development of European cities for 2014-2020. The European Commission developed tools such as the Integrated Territorial Investment or the Urban Axis in order to get the results and objectives closer to the needs of the cities and further than national level. The CIA 7 network consists in understanding the role of the cities in this 2014-2020 European programming and the way they use the tools to their development. One city is one way to implement Article 7 but we are all facing the same challenges and we all have the same goal to implement the integrated strategy at the local level. How to achieve this aim during a fixed programming period? What do we want to develop? How to include all stakeholders to build the project? To answer these questions, the network will develop exchanges between partners into topics such as the development of integrated approach, the involvement of local stakeholders, the evaluation and the gap between strategy and implementing. The network would like to develop recommendations to cities implementing Article 7 and to be part of the discussions for the next programming period.;;Cities;Europe;Western Europe;8;313894,125;286606,5;248988,6333;61995339511;1004672,25;586074;1,72635E+12;1313905,382;FR16;Lille;341722;231491;Lille // Roubaix // Tourcoing;349029;1388300;341722;325666;349029;949868,2857;Urbact III;Large City;2.Large City;7
http://urbact.eu;2017;Governance / Economy;City Branding/ City Management/ Culture & Heritage/ Entrepreneurship & SMEs/ Local Economic Development;CREATIVE SPIRITS;84;Boosting creative entrepreneurship through creative-based urban strategies;HU;http://urbact.eu/creative-spirits;Ongoing;2016;NA; The nine CREATIVE SPIRITS partner cities have a common need to improve the implementation of their existing integrated urban strategies/action plans by including novel approaches linked to creative and cultural industries (CCI) <U+FFFD> creative places, people, and businesses. The joint policy challenge for the network is to better facilitate the above <U+FFFD>creative ecosystem<U+FFFD> to be able to attract (more) creative entrepreneurs and boost creative entrepreneurship in dedicated urban areas. Creative industries comprise economic activities that create economic value through the generation and exploitation of intellectual property. A city is able to mobilise ideas, talents and creative organizations when it knows how to foster a creative milieu by identifying, nurturing, attracting and sustaining talent. Local governments all over the world are increasingly becoming aware of the CCI<U+FFFD>s potential to generate jobs, wealth, and cultural engagement. With their diverse industries, variety of urban forms and as magnets of skilled workforce, and cultural diversity, cities and their emerging creative milieus (city centres, re-designed factories and brownfield areas, etc.) can be a supportive environment for the actors of the creative economy, ranging from arts and cultural institutions to vibrant start-up scenes. This is especially important since dynamic, youthful companies tend to value a vibrant, open-minded community life and the availability of services (shopping, cafes, and entertainment) as key location factors. The nine partner cities in the CREATIVE SPIRITS network already have, to different extents, strategies to boost the creative ecosystems in their cities. The central focus of the network is on how to implement these strategies. The partnership enables the partner cities to exchange knowledge and learn from each other to overcome the implementation challenges related to their creative urban strategies.;;Cities;Europe;Eastern Europe;9;271553;139049;375373,6081;1,40905E+11;554880,7778;332828;4,33461E+11;658377,7788;HU14;Újbuda;135618;139049;Budapest;330766;2057700;135618;288116;330766;367028,375;Urbact III;Large City;1.Very Large City;8
http://urbact.eu;2017;Inclusion/ Economy;" Capacity Building/ Employment/ Sharing Economy/ Social Innovation/ Youth
";JobTown 2;86;Innovative, Practical Approaches to Tackling Youth Unemployment;UK;http://urbact.eu/jobtown-2;Ongoing;2016;NA;"

JobTown 2 is a transnational knowledge-sharing Implementation Network, comprising seven city municipal authorities.
We work together - with local stakeholders - to develop innovative, practical approaches to tackling youth unemployment under the ERDF URBACT III Programme.
Youth unemployment is a major challenge for all our communities; without effective action, the failure of young people to enter the labour market has significant financial, social and personal costs.
These costs include loss of taxation and increased public costs in welfare benefits; the loss of talent and potential workers from the labour force, reducing the pool of available labour and affecting businesses<U+FFFD> ability to grow; individuals loss of identity, ambition and a stake in society, increasing alienation and, potentially, anti-social behaviour; young people losing their ability to earn, learn and have a positive, independent future for themselves and their families.
While the effects of unemployed young people are well known, the causes are different from place to place and from individual to individual; finding solutions that are affordable, that work, and have a lasting impact are proving very difficult to find.
By working together and sharing know-how, the JobTown 2 partners will develop new thinking, approaches and activities to tackle youth unemployment and share this knowledge widely within the URBACT community and globally.
Each Network partner will work with their local employers (private, public & third sectors), groups and communities, schools and colleges, to try to find new, practical, local approaches to tackle youth unemployment and to give young people better, brighter futures.
The results will be shared through Network meetings, events, conferences, publications, websites and ongoing contacts.
";;Cities;Europe;Northern Europe;7;162934,2857;165200;140296,2208;19683029562;161103,1429;87883;28141878932;167755,414;UK23;Thurrock;133958,5;165200;Grays/Tilbury;135416;87883;133958,5;162556,6667;135416;173306,5;Urbact III;Small City;4. Small City;2
http://urbact.eu;2017;Inclusion/ Governance; Education/ Employment/ Migrants/ Participation/ Poverty;Stay Tuned;88;Boosting the Frequency of Qualification;BE;http://urbact.eu/stay-tuned;Ongoing;2016;NA;"European cities face higher levels of Early School Leaving (ESL) than their national averages and their corresponding European target rates. This represents a serious challenge, as ESL has significant societal and individual consequences, such as a higher risk of unemployment, poverty, marginalization and social exclusion. Tackling ESL means breaking the cycle of deprivation and the intergenerational transmission of poverty and inequality.
ESL is a specific problem, but engages a very complex field of play to solve it. It calls for a shift from implementing isolated ESL measures to introducing integrated, comprehensive policies, based on strong and continuous political commitment of all stakeholders at all levels.
The role of local authorities in developing and implementing ESL policies is crucial: they can translate European and national strategies into specific actions tailored to the local needs and coordinate cross sectoral implementation at the right level.
Stay TunED aims to reduce the high urban rates of Early School Leaving (ESL) by actively pursuing the implementation of the 2011 Council Recommendation on policies to reduce ESL. The network will capitalise on existing urban expertise and strive for improved implementation with sustainable impact. This requires changes in organisations and the mind-set of people: a systematic configuration of services, eroded boundaries between services and professions, development of synergies, clear definition of roles and responsibilities.";"The network will realise this by focusing on the common challenges faced by implementing each local action plan against ESL:
Ensuring the integrated approach in the delivery of the strategy and its related actions/projects,
Maintaining involvement of local stakeholders and organising decision-making for delivery,
 Setting up efficient indicators and monitoring systems to measure performance,
 Moving from strategy to operational action plan.";Cities;Europe;Western Europe;9;870155,5556;413782;1081056,776;1,16868E+12;1679233,333;772876;2,76883E+12;1663981,203;BE5;Ghent;477284;253914;Brussels;691342;4376050;477284;947185,75;691342;1342131,25;Urbact III;Large City;1.Very Large City;10
http://urbact.eu;2017;Integrated Urban Development/ Inclusion; Capacity Building/ Disadvantaged Neighbourhoods/ Poverty/ Social Innovation/ Urban Renewal;URBinclusion;89;Combating poverty in deprived urban areas;ES;http://urbact.eu/urbinclusion;Ongoing;2016;NA;"

Socioeconomic disparities and other forms of inequalities are a major issue in European cities and hinder citizens from achieving a decent quality of life. The economic and financial crisis has further intensified the concentration of poverty and social exclusion in cities. European cities are threatened by the increase of social polarisation, which is a consequence of many parallel processes: among which a rising volatily of employment and a recent boom in migrations to Europe and its cities. These factors are complemented by a progressively retreating welfare state and the privatisation of services in several countries leading to higher costs for basic needs. It has been observed that poverty does not only create social differences between people and groups; it also leads to spatial differences. Recent independent studies have demonstrated that this can be disastrous for the social stability and competitive power of cities.
URBinclusion is focused on the co-creation of new implementation solutions to reduce poverty in deprived urban areas. Integrated strategies addressing social inclusion will be implemented by the nine partners cities composing the network. Two optional implementation challenges were chosen: towards a new model of delivering public policies in the field of social inclusion and moving from a strategy to operational action-plan. The project will boost innovative methods of exchange and collective learning.The common policy challenge addressed by URBinclusion is founded on an \\""area-based approach\\"", concentrated on specific (deprived) geographic areas, with essentially place-based policies. This area-based approach is in some cases articulated, both with a sectorial approach regarding different dimensions related with poverty like employability, education, health care, housing, citizens' empowerment, social economy, and with a demographic approach, regarding different social groups like ethnic minorities, migrants, women, youth, older people, long term unemployed, Roma people, etc.
";;;Europe;Southern Europe;9;778118,2222;761873;484280,8309;2,34528E+11;1368720;1307880;1,07763E+12;1038091,527;ES8;Barcelona;682476,5;1611013;Barcelona;1295790;3437870;682476,5;674006,375;1295790;1110076,25;Urbact III;Large City;1.Very Large City;9
