"location";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country";"osm_key";"osm_value";"lon";"lat";"msg"
"45000, Orléans, France";"3959648222";"N";"Orléans";NA;"Rue Saint-Yves";"45000";"Orléans";"Centre-Loire Valley";"France";"railway";"stop";1,9051534;47,9090184;NA
"45058, Orléans, France";"147559";"R";"Orléans";NA;NA;NA;NA;"Centre-Loire Valley";"France";"place";"city";1,9086066;47,9027336;NA
"7510, Paris, France";"7444";"R";"Paris";NA;NA;NA;NA;"Ile-de-France";"France";"place";"city";2,3514992;48,8566101;NA
"D - 55028, Mainz, Germany";"599039363";"W";"Forschungsreaktor Mainz";"28";"Johann-Joachim-Becher-Weg";"55128";"Mainz";"Rhineland-Palatinate";"Germany";"building";"yes";8,23733009266304;49,99242865;NA
"Bd1 1HY, Bradford, United Kingdom";"37334071";"W";"The Narrows";NA;NA;"BD16 1HY";"Bradford";"England";"United Kingdom";"highway";"residential";-1,8649529;53,8397354;NA
"S1 3JD, Sheffield, United Kingdom";"23057093";"W";"Sir Frederick Mappin Building";NA;"Abney Street";"S1 3JD";"Sheffield";"England";"United Kingdom";"office";"university";-1,47868498960577;53,3819781;NA
"3581 HK, Utrecht, Netherlands";"7010136";"W";"Museumlaan";NA;NA;"3581HK";"Utrecht";"Utrecht";"The Netherlands";"highway";"secondary";5,1408775;52,0948062;NA
"CH1 2HS, Chester, United Kingdom";"8087537";"N";"Chester";NA;NA;"CH1 2ET";NA;"England";"United Kingdom";"place";"city";-2,8908955;53,1908873;NA
"50667, Köln, Germany";"310272856";"N";"Cologne Government Region";NA;NA;"50667";"Cologne";"North Rhine-Westphalia";"Germany";"place";"region";6,9580206;50,937588;NA
"3430 BB, Nieuwegein, Netherlands";"7055162";"W";"Banterveste";NA;NA;"3432BB";"Nieuwegein";"Utrecht";"The Netherlands";"highway";"residential";5,0923962;52,0218769;NA
"2600 GA, Delft, Netherlands";"4336351770";"N";NA;"2600";"Delfín Gallo";"B1640HQB";"Martínez";"Buenos Aires";"Argentina";"place";"house";-58,4970146;-34,4943334;NA
"5280 DA, Boxtel, Netherlands";"7193814";"W";"Damasthof";NA;NA;"5281EA";"Boxtel";"North Brabant";"The Netherlands";"highway";"residential";5,3234868;51,5868788;NA
"50126, Bergheim, Germany";"476648185";"W";"Erftgymnasium Bergheim";"27";"Füssenichstraße";"50126";"Bergheim";"North Rhine-Westphalia";"Germany";"amenity";"school";6,64123352870872;50,9572035;NA
"76139, Karlsruhe, Germany";"240098589";"N";"Karlsruhe";NA;NA;"76137";NA;"Baden-Württemberg";"Germany";"place";"county";8,4040749;49,0106002;NA
"EH93JL, Edinburgh, United Kingdom";"17898859";"N";"Edinburgh";NA;NA;"EH1 3EG";NA;"Scotland";"United Kingdom";"place";"city";-3,1883739;55,953346;NA
"2400, MOL, Belgium";"1263864";"R";"Mol";NA;NA;"2400";NA;"Flanders";"Belgium";"place";"town";5,1155267;51,1840421;NA
"4132, Muttenz, Switzerland";"1683677";"R";"Muttenz";NA;NA;"4132";NA;"Basel-Landschaft";"Switzerland";"place";"town";7,6477401;47,525113;NA
"3011AD, Rotterdam, Netherlands";"324431";"R";"Rotterdam";NA;NA;NA;NA;"South Holland";"The Netherlands";"place";"city";4,4631727;51,9228958;NA
"BE-3000, Leuven, Belgium";"3091087417";"N";"Inbev Belgium nv";NA;"Zoutstraat";"3000";"Leuven";"Flanders";"Belgium";"office";"company";4,7069202;50,8869664;NA
"77455 Cedex 02, Marne-la-Vallée, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"94054, CRETEIL, France";"105389";"R";"Créteil";NA;NA;"94000";NA;"Ile-de-France";"France";"place";"town";2,4530731;48,7771486;NA
"93006, BOBIGNY CEDEX, France";"131240";"R";"Bobigny";NA;NA;"93000";NA;"Ile-de-France";"France";"place";"town";2,4452231;48,906387;NA
"78195, TRAPPES, France";"2700414543";"N";"Hôtel F1";NA;"Rue Gaston Monmousseau";"78195";"Trappes";"Ile-de-France";"France";"tourism";"hotel";2,0109267;48,7710284;NA
"EX1 3PB, Exeter, United Kingdom";"7553452";"R";NA;NA;"Fitzroy Road";"EX1 3PB";"Exeter";"England";"United Kingdom";"office";"weather";-3,47451357292654;50,72734445;NA
"WC1H 0TB, London, United Kingdom";"153485385";"W";"University of the Arts London";"272";"High Holborn";"WC1V 6EA";"London";"England";"United Kingdom";"amenity";"university";-0,116388847605798;51,5176423;NA
"3062 PA, Rotterdam, Netherlands";"26434527";"W";"Erasmus Universiteit Rotterdam";NA;"Van der Mandeleplein";"3062PA";"Rotterdam";"South Holland";"The Netherlands";"amenity";"university";4,52596232649077;51,9176312;NA
"2715 CA, Zoetermeer, Netherlands";"399741319";"W";"Dutch Tech Campus";NA;NA;"2712PN";"Zoetermeer";"South Holland";"The Netherlands";"landuse";"commercial";4,5137183370241;52,0451371;NA
"4141EA, Leerdam, Netherlands";"6223358496";"N";"Leerdam-Centrum";NA;NA;"4141AV";"Leerdam";"Utrecht";"The Netherlands";"place";"neighbourhood";5,0930182;51,8908896;NA
"2908 ME, Capelle a/d Ijssel, Netherlands";"79765711";"W";NA;NA;NA;"2908ME";"Capelle aan den IJssel";"South Holland";"The Netherlands";"highway";"motorway";4,5648362;51,956461;NA
"ML5 2DY, Coatbridge, United Kingdom";"93794298";"N";"Coatbridge";NA;NA;"ML5";NA;"Scotland";"United Kingdom";"place";"town";-4,0282822;55,8552819;NA
"53604, Bad Honnef, Germany";"173112";"R";"Bad Honnef";NA;NA;"53604";NA;"North Rhine-Westphalia";"Germany";"place";"town";7,2272534;50,6448582;NA
"5223 AL, s-hertogenbosch, Netherlands";"282982302";"W";"Parallelweg";NA;NA;"5223AL";"'s-Hertogenbosch";"North Brabant";"The Netherlands";"highway";"residential";5,2939892;51,6961294;NA
"CH-4002, Basel, Switzerland";"2438035445";"N";"A-chau";NA;"Viaduktstrasse";"4002";"Basel";"Basel-City";"Switzerland";"shop";"supermarket";7,5870037;47,5484965;NA
"4530 AC, Terneuzen, Netherlands";"7614740";"W";"Buitenhaven";NA;NA;"4531AC";"Terneuzen";"Zeeland";"The Netherlands";"highway";"secondary";3,8189401;51,3359486;NA
"2628 AK, Delft, Netherlands";"7539288";"W";"Icarusweg";NA;NA;"2624AK";"Delft";"South Holland";"The Netherlands";"highway";"residential";4,3555036;51,9992006;NA
"2140, Borgerhout - Antwerp, Belgium";"193872743";"N";"Borgerhout";NA;NA;"2140";NA;"Flanders";"Belgium";"place";"town";4,4462406;51,2128453;NA
"SM4 5JD, Morden, United Kingdom";"4346866";"W";"Morden Hall Road";NA;NA;"SM4 5JD";"London";"England";"United Kingdom";"highway";"trunk";-0,1902194;51,4016119;NA
"BE-6000, Charleroi, Belgium";"30471122";"W";"Brussels–Charleroi Canal";NA;NA;"7090";"Braine-Le-Comte";"Wallonia";"Belgium";"waterway";"boat_lift";4,2296039;50,6234099;NA
"93400, Saint Ouen, France";"87002";"R";"Saint-Ouen-sur-Seine";NA;NA;"93400";NA;"Ile-de-France";"France";"place";"town";2,334267;48,911729;NA
"3001 HA, Rotterdam, Netherlands";"136905001";"W";"Old Harbour Rotterdam";NA;"Geldersekade";"3011WB";"Rotterdam";"South Holland";"The Netherlands";"natural";"water";4,49240755556554;51,91926215;NA
"42103, Wuppertal, Germany";"5195474";"R";"Wuppertal Hauptbahnhof";NA;"Elisabeth-Schniewind-Straße";"42103";"Wuppertal";"North Rhine-Westphalia";"Germany";"railway";"platform";7,14887712445951;51,25449105;NA
"45473, Mülheim an der Ruhr, Germany";"4547799992";"N";"Mülheim (Ruhr) West";NA;"Friedrich-Ebert-Straße";"45473";"Mülheim an der Ruhr";"North Rhine-Westphalia";"Germany";"railway";"halt";6,8715078;51,4395852;NA
"E14 9SH, London, United Kingdom";"142296671";"W";"South Quay Plaza";NA;NA;"E14 9SH";"London";"England";"United Kingdom";"landuse";"retail";-0,0174199991673151;51,50049355;NA
"SW7 2AU, London, United Kingdom";"107775";"N";"London";NA;NA;"SW1A 2DU";"London";"England";"United Kingdom";"place";"city";-0,1276474;51,5073219;NA
"8093, Zurich, Switzerland";"331387787";"W";"Mittelwaldbach";NA;NA;"8093";"Zurich";"Zurich";"Switzerland";"waterway";"stream";8,4970895;47,4139666;NA
"CH-8600, Dübendorf, Switzerland";"42876956";"W";"Chrebsschüsselibach";NA;NA;"8600";"Dübendorf";"Zurich";"Switzerland";"waterway";"stream";8,6284429;47,406527;NA
"8032, zurich, Switzerland";"527466711";"W";"Klosbach";NA;NA;"8032";"Zurich";"Zurich";"Switzerland";"waterway";"stream";8,5736453;47,3709497;NA
"412 88, Göteborg, Sweden";"13887329";"W";"Swedenborgsgatan";NA;NA;"41705";"Gothenburg";"Västra Götaland County";"Sweden";"highway";"unclassified";11,9530224;57,7221246;NA
"3000 CH, Rotterdam, Netherlands";"54080475";"W";"Norwegian church";NA;"Baden Powelllaan";"3016GJ";"Rotterdam";"South Holland";"The Netherlands";"amenity";"place_of_worship";4,46819908611305;51,90827425;NA
"SW7 2EU, London, United Kingdom";"862179945";"N";"Kensington Gore";NA;"Kensington Gore";"SW7 2EU";"London";"England";"United Kingdom";"amenity";"bicycle_rental";-0,1784281;51,5014446;NA
"71602D, Ludwigsburg, Germany";"3768941157";"N";"Ludwigsburg University of Education";"46";"Reuteallee";"71634";"Ludwigsburg";"Baden-Württemberg";"Germany";"amenity";"university";9,1831892;48,9095338;NA
"93105, Montreuil Cedex, France";"129423";"R";"Montreuil";NA;NA;"93100";NA;"Ile-de-France";"France";"place";"city";2,4412184;48,8623357;NA
"BE-9000, Gent, Belgium";"116524370";"W";"Coca-Cola Enterprises Belgium";NA;NA;"9000";"Ghent";"Flanders";"Belgium";"landuse";"industrial";3,72454135920453;51,0162834;NA
"PO30 1UD, Newport, United Kingdom";"111718682";"W";"County Hall";NA;"High Street";"PO30 1UD";"Newport";"England";"United Kingdom";"building";"yes";-1,29080811542657;50,70065435;NA
"CA11 0AH, Penrith. Cumbria, United Kingdom";"252203046";"W";"The Drive";NA;NA;"CA11 0AH";"Eden";"England";"United Kingdom";"highway";"unclassified";-2,7834329;54,6734723;NA
"D 45128, Essen, Germany";"332255812";"W";"FAKT TOWER - Thyssenkrupp Aerospace Germany";"1";"Am Thyssenhaus";"45128";"Essen";"North Rhine-Westphalia";"Germany";"building";"yes";7,00866305060984;51,45038925;NA
"30173, Hannover, Germany";"59418";"R";"Hanover";NA;NA;NA;NA;"Lower Saxony";"Germany";"place";"city";9,7385532;52,3744779;NA
"4031, Angleur, Belgium";"469836626";"N";"Angleur";NA;NA;"4031";"Liège";"Wallonia";"Belgium";"place";"suburb";5,5954054;50,6128164;NA
"35043, Rennes, France";"334613473";"W";"Métro Rennes Ligne a";NA;"Allée de la Flume";"35043";"Rennes";"Brittany";"France";"railway";"subway";-1,6933994;48,1215446;NA
"44307, NANTES CEDEX 3, France";"27590763";"W";"Avenue des 3 Mousquetaires";NA;NA;"44300";"Nantes";"Pays de la Loire";"France";"highway";"residential";-1,513504;47,243268;NA
"KT22 7RY, Leatherhead, United Kingdom";"14698913";"N";"Leatherhead";NA;NA;"KT22 8AA";NA;"England";"United Kingdom";"place";"town";-0,3293689;51,2955038;NA
"DK-2100, Copenhagen, Denmark";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"2341, LUXEMBOURG, Luxembourg";"295684747";"W";"Place des Martyrs";NA;NA;"2341";"Luxembourg";NA;"Luxembourg";"highway";"pedestrian";6,1289229;49,6048798;NA
"1080, Brussels, Belgium";"4997932006";"N";"Morgan Belgium";"82";"Rue Osseghem - Osseghemstraat";"1080";"Molenbeek-Saint-Jean - Sint-Jans-Molenbeek";"Brussels-Capital";"Belgium";"shop";"car";4,3199726;50,8546826;NA
"5928 NA, Venlo-Blerick, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"L-8399 , Windhof, Luxembourg";"285092217";"W";"Cactus Windhof";"1";"Route d'Arlon";"8399";"Wandhaff";NA;"Luxembourg";"building";"yes";5,95785131906141;49,64594135;NA
"WV1 1SB, Wolverhampton, United Kingdom";"645054780";"W";"Jack Hayward Way";NA;NA;"WV1 1SB";"Wolverhampton";"England";"United Kingdom";"highway";"unclassified";-2,1289399;52,591204;NA
"D-33602, Bielefeld, Germany";"1874501382";"N";"Bielefeld Main Station";NA;"Bahnhofsplatz";"33602";"Bielefeld";"North Rhine-Westphalia";"Germany";"railway";"station";8,5327135;52,0293323;NA
"5612 AZ, Eindhoven, Netherlands";"298831051";"W";"De Zaale";NA;NA;"5612AZ";"Eindhoven";"North Brabant";"The Netherlands";"highway";"unclassified";5,4859396;51,4484358;NA
"D-47805, Krefeld, Germany";"2576190023";"N";"Krefeld Central Station";NA;"Passage im Hauptbahnhof";"47805";"Krefeld";"North Rhine-Westphalia";"Germany";"railway";"station";6,5701629;51,3257368;NA
"5626 AB, Eindhoven, Netherlands";"466995771";"W";"Anthony Fokkerweg";NA;NA;"5626AB";"Eindhoven";"North Brabant";"The Netherlands";"highway";"secondary";5,4414989;51,4734992;NA
"L3 2AJ, Liverpool, United Kingdom";"453394530";"W";"Liverpool John Moores University";NA;"Hatton Garden";"L3 2AJ";"Liverpool";"England";"United Kingdom";"building";"yes";-2,98577698115137;53,40975335;NA
"L31 1HW, Liverpool, United Kingdom";"101441135";"N";"Tate Liverpool";NA;"Britannia Pavillion";"L3 4BB";"Liverpool";"England";"United Kingdom";"tourism";"gallery";-2,9943762;53,4008005;NA
"6400 AE, Heerlen, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"6202 BZ, Maastricht, Netherlands";"7125511";"W";"Taborstraat";NA;NA;"6222BZ";"Maastricht";"Limburg";"The Netherlands";"highway";"unclassified";5,70916;50,86795;NA
"RG1 7TD, Reading Borough Council, United Kingdom";"566191552";"W";"Reading Borough Council";NA;"Amethyst Lane";"RG30 2EZ";"Reading";"England";"United Kingdom";"shop";"vacant";-1,00159758017015;51,4483646;NA
"41236, Mönchengladbach, Germany";"4019761";"R";"Mönchengladbach Environmental Zone";NA;"Seilerweg";"41069";"Mönchengladbach";"North Rhine-Westphalia";"Germany";"boundary";"low_emission_zone";6,42824493625131;51,17684405;NA
"5902 RK, Venlo, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"ME14 1XX, Town Kent, United Kingdom";"253076146";"N";"Mile Town";NA;NA;"ME12 1DH";"Swale";"England";"United Kingdom";"place";"suburb";0,7559988;51,4352587;NA
"40200, Düsseldorf, Germany";"240126753";"N";"Dusseldorf";NA;NA;"40213";"Düsseldorf";"North Rhine-Westphalia";"Germany";"place";"city";6,7763137;51,2254018;NA
"90403, Nürnberg, Germany";"135965482";"W";"Friedrich-Alexander-Universität Erlangen-Nürnberg";NA;"Lange Gasse";"90403";"Nuremberg";"Bavaria";"Germany";"amenity";"university";11,0854600020292;49,45832195;NA
"52428, Jülich, Germany";"158408";"R";"Jülich";NA;NA;"52428";NA;"North Rhine-Westphalia";"Germany";"place";"town";6,3611015;50,9220931;NA
"D-34117, Kassel, Germany";"3508002";"R";"Staatstheater Kassel";"15";"Friedrichsplatz";"34117";"Kassel";"Hesse";"Germany";"amenity";"theatre";9,49927522783931;51,3127809;NA
"68060, Mulhouse Cedex, France";"582286079";"W";"Rue de Mulhouse";NA;NA;"68000";"Colmar";"Grand Est";"France";"highway";"tertiary";7,3418112;48,071502;NA
"4970, Francorchamps, Belgium";"258600476";"N";"Francorchamps";NA;NA;"4970";NA;"Wallonia";"Belgium";"place";"village";5,952833;50,4531568;NA
", Dublin 1, Ireland";"7062713";"R";"Dublin";NA;"Saint Margaret's Road";"K67 W0H1";NA;NA;"Ireland";"boundary";"political";-6,28710147367475;53,40642945;NA
"NE1 1LE, Newcastle upon Tyne, United Kingdom";"142282";"R";"Newcastle upon Tyne";NA;NA;"NE9 7YE";NA;"England";"United Kingdom";"place";"city";-1,6131572;54,9738474;NA
"NE24 3AG, Blyth, United Kingdom";"39550736";"W";"Tate Street";NA;NA;"NE24 3AG";"Blyth";"England";"United Kingdom";"highway";"unclassified";-1,5016515;55,1272285;NA
"763133, Karlsruhe, Germany";"316433983";"W";"Karlsruhe Palace";"1";"Schlossbezirk";"76131";"Karlsruhe";"Baden-Württemberg";"Germany";"historic";"castle";8,40435918703854;49,0135248;NA
"CV1 2TL, Coventry, United Kingdom";"2071021";"R";"Coventry City Council";NA;"Earl Street";"CV1 5RR";"Coventry";"England";"United Kingdom";"amenity";"townhall";-1,50793331195306;52,4073481;NA
"5624 EB, Eindhoven, Netherlands";"537496957";"W";"Ekkersrijt";NA;NA;"5626EB";"Eindhoven";"North Brabant";"The Netherlands";"waterway";"stream";5,4227865;51,4866315;NA
"S1 1WB, Sheffield, United Kingdom";"42862376";"W";"Harmer Lane";NA;NA;"S1 1WB";"Sheffield";"England";"United Kingdom";"highway";"tertiary";-1,4644351;53,3796378;NA
"2600 ME, Delft, Netherlands";"3085790198";"N";"Netherlands Australia Memorial";NA;"Sellheim Avenue";"2600";"Canberra";"Australian Capital Territory";"Australia";"historic";"memorial";149,1525444;-35,2972442;NA
"5600 MB, Eindhoven, Netherlands";"9923996";"W";"Eindhoven University of Technology";"2";"De Rondom";"5600 MB";"Eindhoven";"North Brabant";"The Netherlands";"amenity";"university";5,49039956550805;51,4486602;NA
"S8 9FL, Sheffield, United Kingdom";"22928362";"W";"Meersbrook Park";NA;NA;"S8 9FL";"Sheffield";"England";"United Kingdom";"leisure";"park";-1,47481787985381;53,35372695;NA
"5611 EM / 5600 RB, Eindhoven, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"LA12LW, Lancaster, United Kingdom";"148608";"R";"Lancaster";NA;NA;NA;NA;"England";"United Kingdom";"place";"city";-2,7990345;54,0484068;NA
"LA1 1TH, Lancaster, United Kingdom";"48832450";"W";"Storey Institute";NA;"Castle Hill";"LA1 1TH";"Lancaster";"England";"United Kingdom";"building";"yes";-2,8042563203316;54,0487797;NA
"43059, Essen, Germany";"186668203";"W";"Trade Fair Essen";NA;"Messe / Gruga";"45131";"Essen";"North Rhine-Westphalia";"Germany";"amenity";"exhibition_centre";6,99437959152077;51,4286847;NA
"FIN-02150, ESPOO, Finland";"365034853";"W";"Tieto Finland Oy";"2-4";"Keilalahdentie";"02150";"Espoo";"Southern Finland";"Finland";"office";"company";24,8279886762584;60,17133195;NA
"L-1615, Luxembourg - Kirchberg, Luxembourg";"372682369";"W";"European Court of Auditors";"12";"Rue Alcide de Gasperi";"1615";"Luxembourg";NA;"Luxembourg";"office";"government";6,15027704957702;49,62278565;NA
"4813 DA, BREDA, Netherlands";"7230320";"W";NA;NA;NA;"4813DA";"Breda";"North Brabant";"The Netherlands";"highway";"motorway";4,72708;51,575355;NA
"4813DA, Breda, Netherlands";"7230320";"W";NA;NA;NA;"4813DA";"Breda";"North Brabant";"The Netherlands";"highway";"motorway";4,72708;51,575355;NA
"1030, Brussels, Belgium";"5201686333";"N";"Wibra Belgium";"14";"Avenue Chazal - Chazallaan";"1030";"Schaerbeek - Schaarbeek";"Brussels-Capital";"Belgium";"shop";"clothes";4,3878528;50,8534008;NA
"B 2000, Antwerpen, Belgium";"6199514385";"N";"Beers of Belgium";"34";"Suikerrui";"2000";"Antwerp";"Flanders";"Belgium";"shop";"beverages";4,3988941;51,2206409;NA
"6210, Sursee, Switzerland";"1682923";"R";"Sursee";NA;NA;"6210";NA;"Luzern";"Switzerland";"place";"village";8,1089654;47,1740371;NA
"40479, Düsseldorf, Germany";"240126753";"N";"Dusseldorf";NA;NA;"40213";"Düsseldorf";"North Rhine-Westphalia";"Germany";"place";"city";6,7763137;51,2254018;NA
"NL 6201 BH, Maastricht, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"6825ME, Arnhem, Netherlands";"418700";"R";"Arnhem";NA;NA;NA;NA;"Gelderland";"The Netherlands";"place";"city";5,9115982;51,9846929;NA
"59046, France, France";"2202162";"R";"France";NA;NA;NA;NA;NA;"France";"place";"country";1,8883335;46,603354;NA
"76008, Rouen cedex, France";"2076751841";"N";"Rouen Rive-Droite";"1";"Rue Jeanne d'Arc";"76000";"Rouen";"Normandy";"France";"railway";"station";1,0941554;49,4490102;NA
"5612 AZ, Einhoven, Netherlands";"298831051";"W";"De Zaale";NA;NA;"5612AZ";"Eindhoven";"North Brabant";"The Netherlands";"highway";"unclassified";5,4859396;51,4484358;NA
"5623EJ, Eindhoven, Netherlands";"9923996";"W";"Eindhoven University of Technology";"2";"De Rondom";"5600 MB";"Eindhoven";"North Brabant";"The Netherlands";"amenity";"university";5,49039956550805;51,4486602;NA
"B-2440, Geel, Belgium";"1263541";"R";"Geel";NA;NA;"2440";NA;"Flanders";"Belgium";"place";"town";4,9903187;51,1610826;NA
"6229 HX, Maastricht, Netherlands";"119611087";"W";"P. Debyelaan";NA;NA;"6229HX";"Maastricht";"Limburg";"The Netherlands";"highway";"unclassified";5,713042;50,8346495;NA
"5656 AE, Eindhoven, Netherlands";"6344366";"W";"Eindhoven Airport";NA;"Landsardseweg";"5657AB";"Eindhoven";"North Brabant";"The Netherlands";"aeroway";"aerodrome";5,37388083018868;51,451235;NA
"CB23 3RE, Papworth Everard, United Kingdom";"25720373";"N";"Papworth Everard";NA;NA;"CB23 3WB";NA;"England";"United Kingdom";"place";"village";-0,1184417;52,2504553;NA
"NR34 9BN, Beccles, United Kingdom";"29837207";"N";"Beccles";NA;NA;"NR34 9AJ";NA;"England";"United Kingdom";"place";"town";1,5622924;52,4583779;NA
"B- 3001, Heverlee, Belgium";"1214620340";"N";"C.D.I.-Bwamanda-Belgium vzw";"322";"Geldenaaksebaan";"3001";"Leuven";"Flanders";"Belgium";"office";"company";4,7151342;50,8596468;NA
"6211 LK, Maastricht, Netherlands";"57718552";"W";"Minderbroedersberg";NA;NA;"6211LK";"Maastricht";"Limburg";"The Netherlands";"highway";"residential";5,6860347;50,8468065;NA
"IG3 8XJ, Ilford, United Kingdom";"597413690";"N";"Ilford";NA;NA;"IG1 1DL";"London";"England";"United Kingdom";"place";"town";0,0711669;51,5582734;NA
"3601, Thun, Switzerland";"51360419";"W";"Schloss Thun";NA;"Hohle Messe";"3601";"Thun";"Bern";"Switzerland";"historic";"castle";7,62971521111708;46,7599181;NA
"63065, Offenbach am Main, Germany";"240072040";"N";"Offenbach am Main";NA;NA;"63065";"Offenbach am Main";"Hesse";"Germany";"place";"city";8,7610698;50,1055002;NA
"66953, Pirmasens, Germany";"1701700293";"N";"Pirmasens";NA;NA;"66953";"Pirmasens";"Rhineland-Palatinate";"Germany";"place";"town";7,6087847;49,1996961;NA
"3317 BK, Dordrecht, Netherlands";"317371310";"W";"Admiraalsplein";NA;NA;"3317BK";"Dordrecht";"South Holland";"The Netherlands";"highway";"pedestrian";4,6553644;51,7908926;NA
"44966 Cedex 1, Nantes, France";"5974148152";"N";"CEDEO";"12";"Rue des Cochardières";"44800";"Saint-Herblain";"Pays de la Loire";"France";"shop";"doityourself";-1,631516;47,2275211;NA
"4501, Differdange, Luxembourg";"79627536";"W";"Rue Pasteur";NA;NA;"4501";"Differdange";NA;"Luxembourg";"highway";"residential";5,8884413;49,5184779;NA
"TN34 1EA, Hastings, United Kingdom";"308188676";"W";"One Priory Square";"1 Priory Square";"Priory Street";"TN34 1EA";"Hastings";"England";"United Kingdom";"building";"yes";0,57779662416657;50,8564083;NA
"3500 GA, Utrecht, Netherlands";"541554392";"W";"Memorial Garden";NA;NA;NA;"Soest";"Utrecht";"The Netherlands";"highway";"pedestrian";5,28016950393382;52,12940085;NA
"BT3 9BG, Belfast, United Kingdom";"1418701024";"N";"Belfast";NA;NA;"BT1 5GS";NA;"Northern Ireland";"United Kingdom";"place";"city";-5,9302761;54,5964411;NA
"3800 EA, Amersfoort, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"1060, Brussels, Belgium";"54094";"R";"Brussels-Capital";NA;NA;NA;NA;NA;"Belgium";"boundary";"administrative";4,3757089648193;50,83881145;NA
"S3 7ND, Sheffield, United Kingdom";"107214181";"W";"Winter Street";NA;NA;"S3 7ND";"Sheffield";"England";"United Kingdom";"highway";"tertiary";-1,4889787;53,3835314;NA
"44339, DORTMUND, Germany";"1328741";"R";"Dortmund–Ems Canal";NA;NA;"49808";NA;"North Rhine-Westphalia";"Germany";"waterway";"canal";7,533115;52,2850169;NA
"M50 3XB, SALFORD, United Kingdom";"252932826";"W";"Glen Street";NA;NA;"M50 3XB";"Salford";"England";"United Kingdom";"highway";"unclassified";-2,2831738;53,4725878;NA
"44017, Dortmund, Germany";"1328741";"R";"Dortmund–Ems Canal";NA;NA;"49808";NA;"North Rhine-Westphalia";"Germany";"waterway";"canal";7,533115;52,2850169;NA
"M50 2GL, Salford, United Kingdom";"151092758";"W";"The Beer Studio";"30";"Kansas Avenue";"M50 2GL";"Salford";"England";"United Kingdom";"craft";"brewery";-2,29744839100917;53,4777699;NA
"58002, NEVERS, France";"161753";"R";"Nevers";NA;NA;"58000";NA;"Bourgogne-Franche-Comté";"France";"place";"town";3,1577203;46,9876601;NA
", Nenagh, Co. Tipperary, Ireland";"6855426";"R";"Nenagh";NA;NA;NA;NA;NA;"Ireland";"place";"town";-8,196667;52,861944;NA
"G2 6HQ, Glasgow, United Kingdom";"58123384";"W";"O2 ABC Glasgow";"300";"Sauchiehall Street";"G2 3JA";"Glasgow";"Scotland";"United Kingdom";"building";"yes";-4,26384813457756;55,8657773;NA
"9A 8500, Kortrijk, Belgium";"578429442";"W";"BMSvision Belgium";"99";"Spinnerijstraat";"8500";"Harelbeke";"Flanders";"Belgium";"building";"yes";3,30244330034485;50,8286167;NA
"8130, Wageningen, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"9052, Zwijnaarde-Gent, Belgium";"3484549971";"N";"Iptor Belgium";"19";"Technologiepark-Zwijnaarde";"9052";"Ghent";"Flanders";"Belgium";"office";"company";3,7092472;51,0132565;NA
"8200, Sint-Andries, Brugge, Belgium";"5748005465";"N";"Delta Plus Belgium";"49";"Peter Benoitlaan";"8200";"Bruges";"Flanders";"Belgium";"office";"company";3,2054906;51,2087348;NA
"8200, St Andries - Brugge, Belgium";"126997568";"W";"Gistelse Steenweg";NA;NA;"8200";"Bruges";"Flanders";"Belgium";"highway";"secondary";3,1819816;51,1973692;NA
"ST4 1RN, STOKE-ON-TRENT, United Kingdom";"26528071";"N";"Stoke-on-Trent";NA;NA;"ST1 4NP";NA;"England";"United Kingdom";"place";"city";-2,1812607;53,0162014;NA
"78035, Versailles, France";"30295";"R";"Versailles";NA;NA;"78000";NA;"Ile-de-France";"France";"place";"town";2,1266886;48,8035403;NA
"B9 4BA, Birmingham, United Kingdom";"77639117";"W";"Birmingham City Council Environmental Services Central Depot";NA;NA;"B9 4BA";"Birmingham";"England";"United Kingdom";"landuse";"industrial";-1,87985887253456;52,47998085;NA
"64711, Erbach, Germany";"451798";"R";"Erbach";NA;NA;"64711";NA;"Hesse";"Germany";"boundary";"administrative";9,00640273118368;49,62976715;NA
"76228, Karlsruhe, Germany";"316433983";"W";"Karlsruhe Palace";"1";"Schlossbezirk";"76131";"Karlsruhe";"Baden-Württemberg";"Germany";"historic";"castle";8,40435918703854;49,0135248;NA
"4020, Liege, Belgium";"1681788";"R";"Liège";NA;NA;"4000";NA;"Wallonia";"Belgium";"place";"city";5,5734203;50,6451381;NA
