"Programme";"Acronym";"Project.Partner";"Lead.Partner";"Street";"Postal.code";"Town";"Country";"Website";"Department";"Legal.Status";"Country.code";"NUTS1..or.equivalent.";"NUTS2..or.equivalent.";"NUTS3..or.equivalent.";"location";"Postal.code2";"location2";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country.x";"osm_key";"osm_value";"lon.x";"lat.x";"msg";"lon.y";"lat.y";"type";"loctype";"north";"south";"east";"west";"locality";"country.y";"postal_code";"administrative_area_level_1";"SourceGeoCode";"TownLowerCase";"CountrySimplified";"CountryGeoCode";"CountryGeocodeSimplified"
"2007 - 2013 Interreg IVC";"Pre-waste";"Municipality of Roquetas de Mar";"No";"Plaza de la Constitución, 1";"4740";"Roquetas de Mar";"Spain";"http://www.interreg4c.eu/";"";"";"ES Spain / ESPAÑA";"ES6  / SUR";"ES61  / Andalucía";"ES611  / Almería";"4740, Roquetas de Mar, Spain";"4740";"Roquetas de Mar, Spain";"626697258";"W";NA;"4740";"86 Guido y Spano";"1682";"Billinghurst";"Buenos Aires";"Argentina";"place";"house_number";-58,5596626938775;-34,571229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"roquetas de mar";"Spain";"Argentina";"Argentina"
"2007 - 2013 Interreg IVC";"PRoMPt";"INDUSTRIAL SYSTEMS INSTITUTE";"No";"Patras Science Park building, Platani";"265 04";"RION";"Greece";"http://www.interreg4c.eu/";"";"";"EL Greece / ΕΛΛΑΔΑ (ELLADA)";"EL6  / ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA)";"EL63  / Δυτική Ελλάδα (Dytiki Ellada)";"EL632  / Αχαΐα (Achaia)";"265 04, RION, Greece";"26504";"RION, Greece";"282714630";"N";"Greece Embassy";NA;"Deary Avenue";"04-263";"Harare";"Harare Province";"Zimbabwe";"amenity";"embassy";31,0459264;-17,8107208;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"rion";"Greece";"Zimbabwe";"Zimbabwe"
"2007 - 2013 Interreg IVC";"RENREN";"County Council of Jämtland, Institute of Rural Development";"No";"Rösta";"830 43";"Ås";"Sweden";"http://www.interreg4c.eu/";"";"";"SE Sweden / SVERIGE";"SE3  / NORRA SVERIGE";"SE32  / Mellersta Norrland";"SE322  / Jämtlands län";"830 43, Ås, Sweden";"83043";"Ås, Sweden";"2690664927";"N";"SDN 43 Ampenan";NA;"Jalan Guntur Raya";"83115";"BTN Bumi Kodya Asri";"West Nusa Tenggara";"Indonesia";"amenity";"school";116,0878471;-8,6145276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"ås";"Sweden";"Indonesia";"Indonesia"
"2007 - 2013 Interreg IVC";"RSC";"General Directorate of Environmental Quality, Ministry of Tourism, Environment and Territorial Politics - La Rioja. Spain";"No";"C/ Pradoviejo, nº 62 Bis";"26071";"LOGROÑO";"Spain";"http://i4c.eu";"";"";"ES Spain / ESPAÑA";"ES2  / NORESTE";"ES23  / La Rioja";"ES230  / La Rioja";"26071, LOGROÑO, Spain";"26071";"LOGROÑO, Spain";"12815848";"W";"Logrono Lane";NA;NA;"71909";"Hot Springs Village";"Arkansas";"United States of America";"highway";"residential";-93,0137754;34,6651673;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"logroño";"Spain";"United States of America";"United States of America"
"2007 - 2013 Interreg IVC";"RTF";"Ministry of Health of the Catalan Government, TicSalut Foundation";"No";"Carrer Vallveric 85, Edifici Tecnocampus";"8304";"Mataró";"Spain";"http://www.interreg4c.eu/";"";"";"ES Spain / ESPAÑA";"ES5  / ESTE";"ES51  / Cataluña";"ES511  / Barcelona";"8304, Mataró, Spain";"8304";"Mataró, Spain";"12815333";"W";"Mataro Lane";NA;NA;"71909";"Hot Springs Village";"Arkansas";"United States of America";"highway";"residential";-92,984854;34,657293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"mataró";"Spain";"United States of America";"United States of America"
"2007 - 2013 Interreg IVC";"KTForce";"Centre of Technology Structure Development";"No";"Industriestrasse A11";"1612";"Glaubitz";"Germany";"http://www.interreg4c.eu/";"";"";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2E  / Meißen";"1612, Glaubitz, Germany";"1612";"Glaubitz, Germany";"19335102";"W";"Germantown Drive";NA;NA;"16125";"Greenville";"Pennsylvania";"United States of America";"highway";"residential";-80,3769058;41,4000848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"glaubitz";"Germany";"United States of America";"United States of America"
"2007 - 2013 Interreg IVC";"SMART EUROPE";"Almi Företagspartner Mitt AB";"No";"Box 656";"SE-83127";"";"Sweden";"http://www.smart-europe.eu";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE21  / Småland med öarna";"SE211  / Jönköpings län";"SE-83127, , Sweden";"SE-83127";", Sweden";"4488798";"W";"Sweden Gate";NA;NA;"SE16 7TX";"London";"England";"United Kingdom";"highway";"unclassified";-0,0385518;51,4929748;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"";"Sweden";"United Kingdom";"United Kingdom"
"2007 - 2013 Interreg IVC";"SMART EUROPE";"Avila County Council";"No";"Los Canteros, s/n";"5005";"Avila";"Spain";"http://www.smart-europe.eu";"";"";"ES Spain / ESPAÑA";"ES4  / CENTRO (ES)";"ES41  / Castilla y León";"ES411  / Ávila";"5005, Avila, Spain";"5005";"Avila, Spain";"437518001";"W";"Conjunto Residencial El Avila 2";NA;NA;"5001";"Parroquia San Juan Bautista";"Táchira";"Venezuela";"place";"neighbourhood";-72,2098756615007;7,7991645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"avila";"Spain";"Venezuela";"Venezuela"
"2007 - 2013 Interreg IVC";"AT FORT";"Network of Vauban’s major sites";"No";"2, rue Mégevand";"25034";"Besan";"France";"http://www.atfort.eu";"";"";"FR France / FRANCE";"FR4  / EST";"FR43  / Franche-Comté";"FR431  / Doubs";"25034, Besan, France";"25034";"Besan, France";"3144059710";"N";"France Tate / Besamah";NA;NA;NA;NA;"River Cess County";"Liberia";"place";"hamlet";-9,6068619;5,74076;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"besan";"France";"Liberia";"Liberia"
"2007 - 2013 Interreg IVC";"GRISI PLUS";"Larnaca District Development Agency";"No";"1, Laras street";"7040";"Voroclini";"Cyprus";"http://www.grisiplus.eu";"";"";"CY Cyprus / ΚΥΠΡΟΣ (KYPROS)";"CY0  / ΚΥΠΡΟΣ (Kypros)";"CY00  / Κύπρος (Kypros)";"CY000  / Κύπρος (Kypros)";"7040, Voroclini, Cyprus";"7040";"Voroclini, Cyprus";"13496438";"W";"Cyprus Hollow";NA;NA;"70443";"Millards";"Louisiana";"United States of America";"highway";"residential";-90,482945;30,608915;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"voroclini";"Cyprus";"United States of America";"United States of America"
"2007 - 2013 Interreg IVC";"InnoFun";"Larnaca District Development Agency";"No";"2b, Agiou Lazarou";"7040";"Voroclini";"Cyprus";"http://www.interreg4c.eu/";"";"";"CY Cyprus / ΚΥΠΡΟΣ (KYPROS)";"CY0  / ΚΥΠΡΟΣ (Kypros)";"CY00  / Κύπρος (Kypros)";"CY000  / Κύπρος (Kypros)";"7040, Voroclini, Cyprus";"7040";"Voroclini, Cyprus";"13496438";"W";"Cyprus Hollow";NA;NA;"70443";"Millards";"Louisiana";"United States of America";"highway";"residential";-90,482945;30,608915;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"voroclini";"Cyprus";"United States of America";"United States of America"
"2007 - 2013 Interreg IVC";"ZEN";"Regional Government for Culture and Tourism // Autonomous Government of Extremadura";"No";"C/ Almendralejo , 17 – A (Unidad Fondos Europeos)";"6800";"Mérida";"Spain";"http://www.interreg4c.eu/";"";"";"ES Spain / ESPAÑA";"ES4  / CENTRO (ES)";"ES43  / Extremadura";"ES431  / Badajoz";"6800, Mérida, Spain";"6800";"Mérida, Spain";"703523383";"N";"Merida";NA;NA;"687031";NA;"Santander";"Colombia";"place";"locality";-73,6182198;7,1598995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"mérida";"Spain";"Colombia";"Colombia"
"2007 - 2013 Interreg IVC";"Micropol";"Chamber of Commerce and Industry of Jaen";"No";"C/ Bernabé Soriano, 6";"23001";"Jaen";"Spain";"http://www.interreg4c.eu/";"";"";"ES Spain / ESPAÑA";"ES6  / SUR";"ES61  / Andalucía";"ES616  / Jaén";"23001, Jaen, Spain";"23001";"Jaen, Spain";"515068228";"W";"№31 Jan'a bazar MPJ";NA;NA;"230100";"Nukus";"Republic of Karakalpakstan";"Uzbekistan";"landuse";"residential";59,6617241400726;42,45243145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"jaen";"Spain";"Uzbekistan";"Uzbekistan"
"2007 - 2013 Interreg IVC";"IMAGINE";"Municipality of Odense";"No";"Noerregade 36-38";"5100";"Odense C";"Denmark";"http://www.imaginelowenergycities.eu";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK03  / Syddanmark";"DK031  / Fyn";"5100, Odense C, Denmark";"5100";"Odense C, Denmark";"615530218";"W";NA;"5100";"Denmar Lane";"20720";"Fairwood";"Maryland";"United States of America";"building";"yes";-76,759456549382;38,9590465;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"odense c";"Denmark";"United States of America";"United States of America"
"2007 - 2013 Interreg IVC";"URMA";"Municipality of Enschede";"No";"Postbus 20";"7500";"Enschede";"Netherlands";"http://www.interreg4c.eu/";"";"";"NL Netherlands / NEDERLAND";"NL3  / WEST-NEDERLAND";"NL33  / Zuid-Holland";"NL332  / Agglomeratie 's-Gravenhage";"7500, Enschede, Netherlands";"7500";"Enschede, Netherlands";"15188105";"W";"Netherlands Lane";NA;NA;"75025";"Plano";"Texas";"United States of America";"highway";"residential";-96,731882;33,074533;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"enschede";"Netherlands";"United States of America";"United States of America"
"2007 - 2013 Interreg IVC";"CIE";"City of Delft";"No";"PO Box 78";"2600 ME";"Delft";"Netherlands";"http://www.interreg4c.eu/";"";"";"NL Netherlands / NEDERLAND";"NL3  / WEST-NEDERLAND";"NL33  / Zuid-Holland";"NL333  / Delft en Westland";"2600 ME, Delft, Netherlands";"2600ME";"Delft, Netherlands";"3085790198";"N";"Netherlands Australia Memorial";NA;"Sellheim Avenue";"2600";"Canberra";"Australian Capital Territory";"Australia";"historic";"memorial";149,1525444;-35,2972442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"delft";"Netherlands";"Australia";"Australia"
"2007 - 2013 Interreg IVC";"CASA";"TicSalut Foundation";"No";"Fundació TicSalut 
Av. Ernest Lluch, 32
Edifici TCM 3, Planta 6";"8302";"Mataró";"Spain";"http://www.interreg4c.eu/";"";"";"ES Spain / ESPAÑA";"ES5  / ESTE";"ES51  / Cataluña";"ES511  / Barcelona";"8302, Mataró, Spain";"8302";"Mataró, Spain";"12815333";"W";"Mataro Lane";NA;NA;"71909";"Hot Springs Village";"Arkansas";"United States of America";"highway";"residential";-92,984854;34,657293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"mataró";"Spain";"United States of America";"United States of America"
"2007 - 2013 Interreg IVC";"ENGAGE";"ADRAL Alentejo Regional Development Agency";"No";"Rua Intermédia do PITE Lt 4 e 6";"7005-513";"";"Portugal";"http://www.engage-interreg.eu";"";"";"PT Portugal / PORTUGAL";"PT1  / CONTINENTE";"PT18  / Alentejo";"PT187  / Alentejo Central";"7005-513, , Portugal";"7005-513";", Portugal";"141497718";"W";"Praça Portugal";NA;NA;"70070-937";"Plano Piloto";"Federal District";"Brazil";"leisure";"park";-47,8711956930093;-15,80317015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"";"Portugal";"Brazil";"Brazil"
"2007 - 2013 Interreg IVC";"DANTE";"Fondation for the Developpement of Science and Technology in Extremadura";"No";"Avda de Elvas s/n Parque Cientifico y Tecnologico";"6006";"Bajadoz";"Spain";"http://www.interreg4c.eu/";"";"";"ES Spain / ESPAÑA";"ES4  / CENTRO (ES)";"ES43  / Extremadura";"ES431  / Badajoz";"6006, Bajadoz, Spain";"6006";"Bajadoz, Spain";"85512201";"W";"Spain Street";NA;NA;"6006";"Port Elizabeth";"Eastern Cape";"South Africa";"highway";"residential";25,4803741;-33,8616081;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"bajadoz";"Spain";"South Africa";"South Africa"
"2007 - 2013 North Sea Region";"ACCSEAS";"Rijkswaterstaat, Ministerie Infrastructuur en Milieu";"No";"Schoemakerstraat 97, P.o.Box 5044";"2500 GA";"Delft";"Netherlands";"http://www.northsearegion.eu/ivb/projects/";"";"";"NL Netherlands / NEDERLAND";"NL3  / WEST-NEDERLAND";"NL33  / Zuid-Holland";"NL333  / Delft en Westland";"2500 GA, Delft, Netherlands";"2500GA";"Delft, Netherlands";"430178897";"W";"Fontana del Delfino";NA;"Via Panoramica";"25083";"Gardone Riviera";"Lombardy";"Italy";"amenity";"fountain";10,5650636545544;45,6254421;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"delft";"Netherlands";"Italy";"Italy"
"2007 - 2013 North Sea Region";"Aquarius";"County Governor of Østfold";"No";"Statens Hus P.b 325";"N-1502";"Moss";"Norway";"http://www.aquarius-nsr.eu/Aquarius.htm";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO03  / Sør-Østlandet";"NO031  / Østfold";"N-1502, Moss, Norway";"N-1502";"Moss, Norway";"14887644";"W";"Norway Drive";NA;NA;"54455";"Mosinee";"Wisconsin";"United States of America";"highway";"residential";-89,72578;44,784046;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"moss";"Norway";"United States of America";"United States of America"
"2007 - 2013 North Sea Region";"NSBWO";"NIVA";"No";"Televejen 3";"4879";"Griimstad";"Norway";"http://www.northseaballast.eu";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO04  / Agder og Rogaland";"NO041  / Aust-Agder";"4879, Griimstad, Norway";"4879";"Griimstad, Norway";"8673542";"W";"Norway";NA;NA;"48094";"Washington Township";"Michigan";"United States of America";"highway";"residential";-83,030309;42,723284;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"griimstad";"Norway";"United States of America";"United States of America"
"2007 - 2013 North Sea Region";"Biochar";"BioForsk Norwegian Institute for Agricultural and Environmental Research";"No";"Saghellinga A, Frederik A. Dahls vei, 20";"1432";"";"Norway";"http://www.northsearegion.eu/ivb/projects/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO03  / Sør-Østlandet";"NO032  / Buskerud";"1432, , Norway";"1432";", Norway";"66509800";"W";NA;"1432";"Norway Road";"K0H 2L0";"South Frontenac Township";"Ontario";"Canada";"place";"house_number";-76,5166385510421;44,4628070595294;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"";"Norway";"Canada";"Canada"
"2007 - 2013 North Sea Region";"C2CI";"Municipality of Texel";"No";"P.O. Box 200";"1790 AE";"Den Burg";"Netherlands";"http://www.c2cislands.org";"";"";"NL Netherlands / NEDERLAND";"NL3  / WEST-NEDERLAND";"NL32  / Noord-Holland";"NL321  / Kop van Noord-Holland";"1790 AE, Den Burg, Netherlands";"1790AE";"Den Burg, Netherlands";"180534587";"W";"An den Schanzen";NA;NA;"17094";"Burg Stargard";"Mecklenburg-Vorpommern";"Germany";"highway";"residential";13,3105427;53,4966684;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"den burg";"Netherlands";"Germany";"Germany"
"2007 - 2013 North Sea Region";"C2CI";"Storvagan Environmental Center";"No";"--";"9310";"Kabelvag";"Norway";"http://www.c2cislands.org";"";"";"NO Norway / NORGE";"";"";"";"9310, Kabelvag, Norway";"9310";"Kabelvag, Norway";"10732384";"W";"Norway Drive";NA;NA;"93001";"Weldons";"California";"United States of America";"highway";"residential";-119,29181;34,337752;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"kabelvag";"Norway";"United States of America";"United States of America"
"2007 - 2013 North Sea Region";"CA!";"Sund Kommune";"No";"Postboks 23";"N-5371";"Skogsvag";"Norway";"http://www.northsearegion.eu/ivb/projects/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO05  / Vestlandet";"NO051  / Hordaland";"N-5371, Skogsvag, Norway";"N-5371";"Skogsvag, Norway";"6788858";"W";"Norway Maple Circle";NA;NA;"53704";"Madison";"Wisconsin";"United States of America";"highway";"residential";-89,390402;43,14536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skogsvag";"Norway";"United States of America";"United States of America"
"2007 - 2013 North Sea Region";"CA!";"North Jutland";"No";"Regional Udvikling, Niels Bohrs vej 30";"DK-9220";"Aalborg East";"Denmark";"http://www.northsearegion.eu/ivb/projects/";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK05  / Nordjylland";"DK050  / Nordjylland";"DK-9220, Aalborg East, Denmark";"DK-9220";"Aalborg East, Denmark";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-70,77367;43,99146;"Not found";-70,77367;43,99146;"locality";"approximate";NA;NA;NA;NA;"East Denmark, ME, US";"United States";NA;NA;"dsk_ggmap";"aalborg east";"Denmark";"United States";"United States"
"2007 - 2013 North Sea Region";"CA!";"Kragero District Council";"No";"PO Box 128";"N+3791";"Kragero";"Norway";"http://www.northsearegion.eu/ivb/projects/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO03  / Sør-Østlandet";"NO034  / Telemark";"N+3791, Kragero, Norway";"N+3791";"Kragero, Norway";"19458702";"W";"Norway Court";NA;NA;"37211";"Nashville-Davidson";"Tennessee";"United States of America";"highway";"residential";-86,721071;36,095151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"kragero";"Norway";"United States of America";"United States of America"
"2007 - 2013 North Sea Region";"CARE-North";"City of Malmö";"No";"Gatukontoret";"205 80";"Malmo";"Sweden";"http://www.care-north.eu";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE22  / Sydsverige";"SE224  / Skåne län";"205 80, Malmo, Sweden";"20580";"Malmo, Sweden";"4005036900";"N";"Escuela Nro 80";NA;"Grito de Asencio";"20400";"San Carlos";"Maldonado";"Uruguay";"amenity";"school";-54,9218279;-34,7852792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"malmo";"Sweden";"Uruguay";"Uruguay"
"2007 - 2013 North Sea Region";"Dryport";"Institut Arbeit und Wirtschaft, Universitat Bremen";"No";"Postfach 33 04 40 Universitatsallee 21 - 23";"D-28334";"Bremen";"Germany";"http://archive.northsearegion.eu/ivb/home/";"";"";"DE Germany / DEUTSCHLAND";"DE5  / BREMEN";"DE50  / Bremen";"DE501  / Bremen, Kreisfreie Stadt";"D-28334, Bremen, Germany";"D-28334";"Bremen, Germany";"39712469";"W";"Pasaje Bremen";NA;NA;"5550596";"Puerto Varas";"Los Lagos Region";"Chile";"highway";"living_street";-72,989297;-41,3260571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"bremen";"Germany";"Chile";"Chile"
"2007 - 2013 North Sea Region";"E-CLIC";"University College of Borås";"No";"Allegatan 1";"SE-50190";"Boras";"Sweden";"http://www.e-clic.eu";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE23  / Västsverige";"SE232  / Västra Götalands län";"SE-50190, Boras, Sweden";"SE-50190";"Boras, Sweden";"2340686505";"N";"Consulate of Sweden";"2-6";"Teollisuuskatu";"50100";"Mikkeli";"Eastern Finland";"Finland";"amenity";"embassy";27,2538875;61,6791017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"boras";"Sweden";"Finland";"Finland"
"2007 - 2013 North Sea Region";"E-Harbours";"City of Malmö";"No";"Malmo City";"205 80";"Malmo";"Sweden";"http://www.eharbours.eu";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE22  / Sydsverige";"SE224  / Skåne län";"205 80, Malmo, Sweden";"20580";"Malmo, Sweden";"4005036900";"N";"Escuela Nro 80";NA;"Grito de Asencio";"20400";"San Carlos";"Maldonado";"Uruguay";"amenity";"school";-54,9218279;-34,7852792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"malmo";"Sweden";"Uruguay";"Uruguay"
"2007 - 2013 North Sea Region";"E-Mobility NSR";"Delft University of Technology";"No";"P.O. Box 5030";"2600 GA";"Delft";"Netherlands";"http://www.e-mobility-nsr.eu";"";"";"NL Netherlands / NEDERLAND";"NL3  / WEST-NEDERLAND";"NL33  / Zuid-Holland";"NL333  / Delft en Westland";"2600 GA, Delft, Netherlands";"2600GA";"Delft, Netherlands";"4336351770";"N";NA;"2600";"Delfín Gallo";"B1640HQB";"Martínez";"Buenos Aires";"Argentina";"place";"house";-58,4970146;-34,4943334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"delft";"Netherlands";"Argentina";"Argentina"
"2007 - 2013 North Sea Region";"GSA";"Sandefjord Lufthavn AS";"No";"Torpveien 130";"3241";"Sandefjord";"Norway";"http://www.northsearegion.eu/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO03  / Sør-Østlandet";"NO033  / Vestfold";"3241, Sandefjord, Norway";"3241";"Sandefjord, Norway";"11270530";"W";"Norway Street";NA;NA;"32148";"Edgar";"Florida";"United States of America";"highway";"residential";-81,9412247;29,6132317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"sandefjord";"Norway";"United States of America";"United States of America"
"2007 - 2013 North Sea Region";"LO-PINOD";"Port of Drammen";"No";"Hans Kiaersgt. 1A P.O. 636, Stromso";"N-3003";"Drammen";"Norway";"http://www.northsearegion.eu/ivb/projects/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO03  / Sør-Østlandet";"NO032  / Buskerud";"N-3003, Drammen, Norway";"N-3003";"Drammen, Norway";"9188640";"W";"Norway Lane";NA;NA;"30021";"Scottdale";"Georgia";"United States of America";"highway";"residential";-84,2220873;33,8105733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"drammen";"Norway";"United States of America";"United States of America"
"2007 - 2013 North Sea Region";"MTC";"Norwegian Coastal Administration (NCA)";"No";"P.O. Box 785 Stoa";"4809";"Arendal";"Norway";"http://www.maritimetransportcluster.eu";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO04  / Agder og Rogaland";"NO041  / Aust-Agder";"4809, Arendal, Norway";"4809";"Arendal, Norway";"8673542";"W";"Norway";NA;NA;"48094";"Washington Township";"Michigan";"United States of America";"highway";"residential";-83,030309;42,723284;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"arendal";"Norway";"United States of America";"United States of America"
"2007 - 2013 North Sea Region";"S@IL";"Aalborg University";"No";"Fibigerstraede 11-13";"DK9220";"Aalborg East";"Denmark";"http://www.northsearegion.eu/ivb/projects/";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK05  / Nordjylland";"DK050  / Nordjylland";"DK9220, Aalborg East, Denmark";"DK9220";"Aalborg East, Denmark";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-70,77367;43,99146;"Not found";-70,77367;43,99146;"locality";"approximate";NA;NA;NA;NA;"East Denmark, ME, US";"United States";NA;NA;"dsk_ggmap";"aalborg east";"Denmark";"United States";"United States"
"2007 - 2013 North Sea Region";"SKINT";"University of Delft";"No";"P.O. Box 5048";"2600 GA";"Delft";"Netherlands";"http://www.skintwater.eu";"";"";"NL Netherlands / NEDERLAND";"NL3  / WEST-NEDERLAND";"NL33  / Zuid-Holland";"NL333  / Delft en Westland";"2600 GA, Delft, Netherlands";"2600GA";"Delft, Netherlands";"4336351770";"N";NA;"2600";"Delfín Gallo";"B1640HQB";"Martínez";"Buenos Aires";"Argentina";"place";"house";-58,4970146;-34,4943334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"delft";"Netherlands";"Argentina";"Argentina"
"2007 - 2013 North Sea Region";"StratMos";"Norwegian Coastal Administration";"No";"P.O.Box 625";"4809";"Arendal";"Norway";"http://www.stratmos.no";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO04  / Agder og Rogaland";"NO041  / Aust-Agder";"4809, Arendal, Norway";"4809";"Arendal, Norway";"8673542";"W";"Norway";NA;NA;"48094";"Washington Township";"Michigan";"United States of America";"highway";"residential";-83,030309;42,723284;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"arendal";"Norway";"United States of America";"United States of America"
"2007 - 2013 North Sea Region";"SUSCOD";"County Administration of Västra Götaland";"No";"Lansstyrelsen Vastra Gotalands lan";"403 40";"Goteborg";"Sweden";"http://www.suscod.eu";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE23  / Västsverige";"SE232  / Västra Götalands län";"403 40, Goteborg, Sweden";"40340";"Goteborg, Sweden";"93718024";"W";"Sweden";NA;NA;"4026";"Malitlit";"Laguna";"Philippines";"highway";"residential";121,100809;14,2664801;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"goteborg";"Sweden";"Philippines";"Philippines"
"2007 - 2013 North Sea Region";"Vital";"Vejen Kommune";"No";"Raadhuspassagen 3";"DK-6600";"VEJEN";"Denmark";"http://www.vitalruralarea.eu";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK03  / Syddanmark";"DK032  / Sydjylland";"DK-6600, VEJEN, Denmark";"DK-6600";"VEJEN, Denmark";"6891122";"W";"Veenhof";NA;NA;"6604DK";"Wijchen";"Gelderland";"The Netherlands";"highway";"residential";5,7350002;51,8191565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"vejen";"Denmark";"The Netherlands";"Netherlands"
"2007 - 2013 North Sea Region";"CARE-North+";"City of Malmö";"No";"";"205 80";"Malmö";"Sweden";"http://www.care-north.eu";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE22  / Sydsverige";"SE224  / Skåne län";"205 80, Malmö, Sweden";"20580";"Malmö, Sweden";"4005036900";"N";"Escuela Nro 80";NA;"Grito de Asencio";"20400";"San Carlos";"Maldonado";"Uruguay";"amenity";"school";-54,9218279;-34,7852792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"malmö";"Sweden";"Uruguay";"Uruguay"
